,Categories,year,Title,link
230,Mechanical engineering/Other special machines,2020,GROWING MODULE AND VERTICAL FARM COMPRISING A PLURALITY OF GROWING MODULES,http://worldwide.espacenet.com/searchResults?ST=singleline&locale=en_EP&submitted=true&DB=worldwide.espacenet.com&query=WO2021014308A1
231,Mechanical engineering/Other special machines,2019,VERTICAL GROW TOWER CONVEYANCE SYSTEM FOR CONTROLLED ENVIRONMENT AGRICULTURE,http://worldwide.espacenet.com/searchResults?ST=singleline&locale=en_EP&submitted=true&DB=worldwide.espacenet.com&query=EP3768071A2
232,Mechanical engineering/Other special machines,2019,GROWING MODULE AND VERTICAL FARM COMPRISING A PLURALITY OF GROWING MODULES,http://worldwide.espacenet.com/searchResults?ST=singleline&locale=en_EP&submitted=true&DB=worldwide.espacenet.com&query=IT201900012360A1
233,Mechanical engineering/Other special machines,2019,VERTICAL GROW TOWER CONVEYANCE SYSTEM FOR CONTROLLED ENVIRONMENT AGRICULTURE,http://worldwide.espacenet.com/searchResults?ST=singleline&locale=en_EP&submitted=true&DB=worldwide.espacenet.com&query=US2021000022A1
234,Mechanical engineering/Other special machines,2018,ROTOMOLDED VERTICAL FARMING APPARATUS AND SYSTEM,http://worldwide.espacenet.com/searchResults?ST=singleline&locale=en_EP&submitted=true&DB=worldwide.espacenet.com&query=JP6805219B2
235,Mechanical engineering/Other special machines,2019,VERTICAL GROW TOWER CONVEYANCE SYSTEM FOR CONTROLLED ENVIRONMENT AGRICULTURE,http://worldwide.espacenet.com/searchResults?ST=singleline&locale=en_EP&submitted=true&DB=worldwide.espacenet.com&query=CN112105256A
236,Mechanical engineering/Other special machines,2020,STRUCTURE FOR MODULES OF A PLANT GROWING FACILITY,http://worldwide.espacenet.com/searchResults?ST=singleline&locale=en_EP&submitted=true&DB=worldwide.espacenet.com&query=CA3140056A1
237,Mechanical engineering/Other special machines,2020,STRUCTURE FOR MODULES OF A PLANT GROWING FACILITY,http://worldwide.espacenet.com/searchResults?ST=singleline&locale=en_EP&submitted=true&DB=worldwide.espacenet.com&query=WO2020248052A1
238,Mechanical engineering/Handling,2019,Vertical grow tower conveyance system for controlled environment agriculture,http://worldwide.espacenet.com/searchResults?ST=singleline&locale=en_EP&submitted=true&DB=worldwide.espacenet.com&query=KR20200140803A
239,Mechanical engineering/Other special machines,2019,Vertical grow tower conveyance system for controlled environment agriculture,http://worldwide.espacenet.com/searchResults?ST=singleline&locale=en_EP&submitted=true&DB=worldwide.espacenet.com&query=KR20200140803A
240,Mechanical engineering/Other special machines,2020,IRRIGATION SYSTEM FOR VERTICAL GROW TOWER CROP PRODUCTION FACILITY,http://worldwide.espacenet.com/searchResults?ST=singleline&locale=en_EP&submitted=true&DB=worldwide.espacenet.com&query=US2020383287A1
241,Mechanical engineering/Other special machines,2020,VERTICAL FARMING ROBOT,http://worldwide.espacenet.com/searchResults?ST=singleline&locale=en_EP&submitted=true&DB=worldwide.espacenet.com&query=WO2020239185A1
242,Mechanical engineering/Other special machines,2019,Assimilation lighting with improved spectrum,http://worldwide.espacenet.com/searchResults?ST=singleline&locale=en_EP&submitted=true&DB=worldwide.espacenet.com&query=NL2023151B1
243,Mechanical engineering/Other special machines,2020,ASSIMILATION LIGHTING WITH IMPROVED SPECTRUM,http://worldwide.espacenet.com/searchResults?ST=singleline&locale=en_EP&submitted=true&DB=worldwide.espacenet.com&query=WO2020231267A1
244,Mechanical engineering/Other special machines,2020,A Container Style Vertical Farming System,http://worldwide.espacenet.com/searchResults?ST=singleline&locale=en_EP&submitted=true&DB=worldwide.espacenet.com&query=KR20200123042A
245,Other fields/Civil engineering,2020,A Container Style Vertical Farming System,http://worldwide.espacenet.com/searchResults?ST=singleline&locale=en_EP&submitted=true&DB=worldwide.espacenet.com&query=KR20200123042A
246,Mechanical engineering/Other special machines,2018,SYSTEM AND METHOD FOR VERTICAL FARMING,http://worldwide.espacenet.com/searchResults?ST=singleline&locale=en_EP&submitted=true&DB=worldwide.espacenet.com&query=US2020329654A1
247,Mechanical engineering/Other special machines,2018,VERTICAL FARMING SYSTEMS AND METHODS,http://worldwide.espacenet.com/searchResults?ST=singleline&locale=en_EP&submitted=true&DB=worldwide.espacenet.com&query=EP3716752A1
248,Mechanical engineering/Other special machines,2019,VERTICAL GROW TOWER CONVEYANCE SYSTEM FOR CONTROLLED ENVIRONMENT AGRICULTURE,http://worldwide.espacenet.com/searchResults?ST=singleline&locale=en_EP&submitted=true&DB=worldwide.espacenet.com&query=SG11202007903UA
249,Electrical engineering/Audio-visual technology,2020,AGRICULTURAL ROBOT FOR A VERTICAL FARMING UNIT,http://worldwide.espacenet.com/searchResults?ST=singleline&locale=en_EP&submitted=true&DB=worldwide.espacenet.com&query=CA3132481A1
250,Electrical engineering/Digital communication,2020,AGRICULTURAL ROBOT FOR A VERTICAL FARMING UNIT,http://worldwide.espacenet.com/searchResults?ST=singleline&locale=en_EP&submitted=true&DB=worldwide.espacenet.com&query=CA3132481A1
251,"Electrical engineering/Electrical machinery, apparatus, energy",2020,AGRICULTURAL ROBOT FOR A VERTICAL FARMING UNIT,http://worldwide.espacenet.com/searchResults?ST=singleline&locale=en_EP&submitted=true&DB=worldwide.espacenet.com&query=CA3132481A1
252,Mechanical engineering/Handling,2020,AGRICULTURAL ROBOT FOR A VERTICAL FARMING UNIT,http://worldwide.espacenet.com/searchResults?ST=singleline&locale=en_EP&submitted=true&DB=worldwide.espacenet.com&query=CA3132481A1
253,Mechanical engineering/Other special machines,2020,AGRICULTURAL ROBOT FOR A VERTICAL FARMING UNIT,http://worldwide.espacenet.com/searchResults?ST=singleline&locale=en_EP&submitted=true&DB=worldwide.espacenet.com&query=CA3132481A1
254,Electrical engineering/Audio-visual technology,2020,AGRICULTURAL ROBOT FOR A VERTICAL FARMING UNIT,http://worldwide.espacenet.com/searchResults?ST=singleline&locale=en_EP&submitted=true&DB=worldwide.espacenet.com&query=WO2020178696A1
255,Electrical engineering/Digital communication,2020,AGRICULTURAL ROBOT FOR A VERTICAL FARMING UNIT,http://worldwide.espacenet.com/searchResults?ST=singleline&locale=en_EP&submitted=true&DB=worldwide.espacenet.com&query=WO2020178696A1
256,"Electrical engineering/Electrical machinery, apparatus, energy",2020,AGRICULTURAL ROBOT FOR A VERTICAL FARMING UNIT,http://worldwide.espacenet.com/searchResults?ST=singleline&locale=en_EP&submitted=true&DB=worldwide.espacenet.com&query=WO2020178696A1
257,Mechanical engineering/Handling,2020,AGRICULTURAL ROBOT FOR A VERTICAL FARMING UNIT,http://worldwide.espacenet.com/searchResults?ST=singleline&locale=en_EP&submitted=true&DB=worldwide.espacenet.com&query=WO2020178696A1
258,Mechanical engineering/Other special machines,2020,AGRICULTURAL ROBOT FOR A VERTICAL FARMING UNIT,http://worldwide.espacenet.com/searchResults?ST=singleline&locale=en_EP&submitted=true&DB=worldwide.espacenet.com&query=WO2020178696A1
259,Mechanical engineering/Other special machines,2019,Vertical grow tower conveyance system for controlled environment agriculture,http://worldwide.espacenet.com/searchResults?ST=singleline&locale=en_EP&submitted=true&DB=worldwide.espacenet.com&query=AU2019240064A1
260,Mechanical engineering/Other special machines,2020,The Harvest Zone,http://worldwide.espacenet.com/searchResults?ST=singleline&locale=en_EP&submitted=true&DB=worldwide.espacenet.com&query=US2020253130A1
261,Mechanical engineering/Other special machines,2019,VERTICAL FARMING SYSTEM WITH PLANT DISPLACEMENT ASSEMBLY AND IRRIGATION UNIT FOR VERTICAL FARMING SYSTEM,http://worldwide.espacenet.com/searchResults?ST=singleline&locale=en_EP&submitted=true&DB=worldwide.espacenet.com&query=US2020187427A1
262,Mechanical engineering/Other special machines,2019,VERTICAL FARMING SYSTEM WITH PLANT DISPLACEMENT ASSEMBLY AND IRRIGATION UNIT FOR VERTICAL FARMING SYSTEM,http://worldwide.espacenet.com/searchResults?ST=singleline&locale=en_EP&submitted=true&DB=worldwide.espacenet.com&query=CA3064759A1
263,Mechanical engineering/Other special machines,2016,SUSTAINABLE TANDEM VERTICAL FARMING SYSTEM FOR URBAN SHOPPING CENTERS,http://worldwide.espacenet.com/searchResults?ST=singleline&locale=en_EP&submitted=true&DB=worldwide.espacenet.com&query=US2020163285A1
264,Mechanical engineering/Other special machines,2018,MIXED MEDIA VERTICAL FARMING,http://worldwide.espacenet.com/searchResults?ST=singleline&locale=en_EP&submitted=true&DB=worldwide.espacenet.com&query=US2020163283A1
265,Mechanical engineering/Other special machines,2018,Rotational molding device and system for vertical farming,http://worldwide.espacenet.com/searchResults?ST=singleline&locale=en_EP&submitted=true&DB=worldwide.espacenet.com&query=CN111194689A
266,Mechanical engineering/Other special machines,2018,ROTOMOLDED VERTICAL FARMING APPARATUS AND SYSTEM,http://worldwide.espacenet.com/searchResults?ST=singleline&locale=en_EP&submitted=true&DB=worldwide.espacenet.com&query=JP2020068656A
267,Mechanical engineering/Other special machines,2020,Cultivation system for vertical farming,http://worldwide.espacenet.com/searchResults?ST=singleline&locale=en_EP&submitted=true&DB=worldwide.espacenet.com&query=CN111034610A
268,Mechanical engineering/Other special machines,2019,Rotomolded Vertical Farming Apparatus and System,http://worldwide.espacenet.com/searchResults?ST=singleline&locale=en_EP&submitted=true&DB=worldwide.espacenet.com&query=US2020093083A1
269,Mechanical engineering/Other special machines,2019,MOBILE AND MODULAR CULTIVATION SYSTEMS FOR VERTICAL FARMING,http://worldwide.espacenet.com/searchResults?ST=singleline&locale=en_EP&submitted=true&DB=worldwide.espacenet.com&query=WO2020041762A1
270,Mechanical engineering/Other special machines,2018,Rotomolded vertical farming apparatus and system,http://worldwide.espacenet.com/searchResults?ST=singleline&locale=en_EP&submitted=true&DB=worldwide.espacenet.com&query=US10542685B2
271,Mechanical engineering/Other special machines,2018,GROWING SPACE FOR VERTICAL FARMING,http://worldwide.espacenet.com/searchResults?ST=singleline&locale=en_EP&submitted=true&DB=worldwide.espacenet.com&query=BE1026206B1
272,Mechanical engineering/Other special machines,2018,GROWING SPACE FOR VERTICAL FARMING,http://worldwide.espacenet.com/searchResults?ST=singleline&locale=en_EP&submitted=true&DB=worldwide.espacenet.com&query=BE1026206A1
273,Mechanical engineering/Other special machines,2018,FARMING SYSTEM,http://worldwide.espacenet.com/searchResults?ST=singleline&locale=en_EP&submitted=true&DB=worldwide.espacenet.com&query=WO2019209167A1
274,Mechanical engineering/Other special machines,2019,VERTICAL GROW TOWER CONVEYANCE SYSTEM FOR CONTROLLED ENVIRONMENT AGRICULTURE,http://worldwide.espacenet.com/searchResults?ST=singleline&locale=en_EP&submitted=true&DB=worldwide.espacenet.com&query=WO2019183244A3
275,Mechanical engineering/Other special machines,2019,GROWING SPACE FOR VERTICAL FARMING,http://worldwide.espacenet.com/searchResults?ST=singleline&locale=en_EP&submitted=true&DB=worldwide.espacenet.com&query=WO2019197980A1
276,Mechanical engineering/Handling,2018,AUTOMATED VERTICAL FARMING SYSTEM USING MOBILE ROBOTS,http://worldwide.espacenet.com/searchResults?ST=singleline&locale=en_EP&submitted=true&DB=worldwide.espacenet.com&query=US2019307077A1
277,Mechanical engineering/Other special machines,2018,AUTOMATED VERTICAL FARMING SYSTEM USING MOBILE ROBOTS,http://worldwide.espacenet.com/searchResults?ST=singleline&locale=en_EP&submitted=true&DB=worldwide.espacenet.com&query=US2019307077A1
278,Mechanical engineering/Other special machines,2019,AUTOMATED VERTICAL FARMING SYSTEM USING MOBILE ROBOTS,http://worldwide.espacenet.com/searchResults?ST=singleline&locale=en_EP&submitted=true&DB=worldwide.espacenet.com&query=WO2019195027A1
279,Mechanical engineering/Other special machines,2019,VERTICAL GROW TOWER CONVEYANCE SYSTEM FOR CONTROLLED ENVIRONMENT AGRICULTURE,http://worldwide.espacenet.com/searchResults?ST=singleline&locale=en_EP&submitted=true&DB=worldwide.espacenet.com&query=WO2019183244A2
280,Mechanical engineering/Other special machines,2019,An architecture for vertical farming,http://worldwide.espacenet.com/searchResults?ST=singleline&locale=en_EP&submitted=true&DB=worldwide.espacenet.com&query=TW201936046A
281,Mechanical engineering/Other special machines,2019,AN ARCHITECTURE FOR VERTICAL FARMING,http://worldwide.espacenet.com/searchResults?ST=singleline&locale=en_EP&submitted=true&DB=worldwide.espacenet.com&query=WO2019157292A1
282,Mechanical engineering/Other special machines,2018,SYSTEM AND METHOD FOR VERTICAL FARMING,http://worldwide.espacenet.com/searchResults?ST=singleline&locale=en_EP&submitted=true&DB=worldwide.espacenet.com&query=CA3086467A1
283,Mechanical engineering/Other special machines,2018,SYSTEM AND METHOD FOR VERTICAL FARMING,http://worldwide.espacenet.com/searchResults?ST=singleline&locale=en_EP&submitted=true&DB=worldwide.espacenet.com&query=WO2019118138A1
284,Mechanical engineering/Other special machines,2018,VERTICAL FARMING SYSTEMS AND METHODS,http://worldwide.espacenet.com/searchResults?ST=singleline&locale=en_EP&submitted=true&DB=worldwide.espacenet.com&query=WO2019109006A1
285,Electrical engineering/Audio-visual technology,2016,Environmentally controlled vertical farming system,http://worldwide.espacenet.com/searchResults?ST=singleline&locale=en_EP&submitted=true&DB=worldwide.espacenet.com&query=US10306847B2
286,"Electrical engineering/Electrical machinery, apparatus, energy",2016,Environmentally controlled vertical farming system,http://worldwide.espacenet.com/searchResults?ST=singleline&locale=en_EP&submitted=true&DB=worldwide.espacenet.com&query=US10306847B2
287,Mechanical engineering/Other special machines,2016,Environmentally controlled vertical farming system,http://worldwide.espacenet.com/searchResults?ST=singleline&locale=en_EP&submitted=true&DB=worldwide.espacenet.com&query=US10306847B2
288,Mechanical engineering/Other special machines,2018,VERTICAL FARMING SYSTEMS AND METHODS,http://worldwide.espacenet.com/searchResults?ST=singleline&locale=en_EP&submitted=true&DB=worldwide.espacenet.com&query=US2019159415A1
289,Instruments/Optics,2018,ARCHITECTURE FOR VERTICAL FARMING,http://worldwide.espacenet.com/searchResults?ST=singleline&locale=en_EP&submitted=true&DB=worldwide.espacenet.com&query=US2019141910A1
290,Mechanical engineering/Other special machines,2018,ARCHITECTURE FOR VERTICAL FARMING,http://worldwide.espacenet.com/searchResults?ST=singleline&locale=en_EP&submitted=true&DB=worldwide.espacenet.com&query=US2019141910A1
291,Other fields/Civil engineering,2018,ARCHITECTURE FOR VERTICAL FARMING,http://worldwide.espacenet.com/searchResults?ST=singleline&locale=en_EP&submitted=true&DB=worldwide.espacenet.com&query=US2019141910A1
292,Mechanical engineering/Other special machines,2018,AUTOMATED VERTICAL FARMING APPARATUS AND METHODS,http://worldwide.espacenet.com/searchResults?ST=singleline&locale=en_EP&submitted=true&DB=worldwide.espacenet.com&query=WO2019056057A1
293,"Mechanical engineering/Engines, pumps, turbines",2018,Vertical farming based on light-energy-and-wind-energy-supplying waste underground space and method,http://worldwide.espacenet.com/searchResults?ST=singleline&locale=en_EP&submitted=true&DB=worldwide.espacenet.com&query=CN109429787A
294,Mechanical engineering/Other special machines,2018,Vertical farming based on light-energy-and-wind-energy-supplying waste underground space and method,http://worldwide.espacenet.com/searchResults?ST=singleline&locale=en_EP&submitted=true&DB=worldwide.espacenet.com&query=CN109429787A
295,Mechanical engineering/Other special machines,2016,Sustainable tandem vertical farming system for urban shopping centers,http://worldwide.espacenet.com/searchResults?ST=singleline&locale=en_EP&submitted=true&DB=worldwide.espacenet.com&query=JP2019505189A
296,Mechanical engineering/Other special machines,2018,Rotomolded Vertical Farming Apparatus and System,http://worldwide.espacenet.com/searchResults?ST=singleline&locale=en_EP&submitted=true&DB=worldwide.espacenet.com&query=US2019053446A1
297,"Electrical engineering/Electrical machinery, apparatus, energy",2018,VERTICAL FARMING LAYER STRUCTURE AND METHOD FOR VERTICAL FARMING USING THE SAME,http://worldwide.espacenet.com/searchResults?ST=singleline&locale=en_EP&submitted=true&DB=worldwide.espacenet.com&query=CA3012767A1
298,Mechanical engineering/Other special machines,2018,VERTICAL FARMING LAYER STRUCTURE AND METHOD FOR VERTICAL FARMING USING THE SAME,http://worldwide.espacenet.com/searchResults?ST=singleline&locale=en_EP&submitted=true&DB=worldwide.espacenet.com&query=CA3012767A1
299,"Electrical engineering/Electrical machinery, apparatus, energy",2018,VERTICAL FARMING LAYER STRUCTURE AND METHOD FOR VERTICAL FARMING USING THE SAME,http://worldwide.espacenet.com/searchResults?ST=singleline&locale=en_EP&submitted=true&DB=worldwide.espacenet.com&query=US2019029187A1
300,Instruments/Measurement,2018,VERTICAL FARMING LAYER STRUCTURE AND METHOD FOR VERTICAL FARMING USING THE SAME,http://worldwide.espacenet.com/searchResults?ST=singleline&locale=en_EP&submitted=true&DB=worldwide.espacenet.com&query=US2019029187A1
301,Mechanical engineering/Other special machines,2018,VERTICAL FARMING LAYER STRUCTURE AND METHOD FOR VERTICAL FARMING USING THE SAME,http://worldwide.espacenet.com/searchResults?ST=singleline&locale=en_EP&submitted=true&DB=worldwide.espacenet.com&query=US2019029187A1
302,Mechanical engineering/Other special machines,2017,Rotomolded vertical farming apparatus and system,http://worldwide.espacenet.com/searchResults?ST=singleline&locale=en_EP&submitted=true&DB=worldwide.espacenet.com&query=US10182537B1
303,Mechanical engineering/Other special machines,2017,STANDING TYPE FARMING APPARATUS HAVING FARMING MACHINE AND ENVIRONMENTAL ATTRACTION WITH THEM,http://worldwide.espacenet.com/searchResults?ST=singleline&locale=en_EP&submitted=true&DB=worldwide.espacenet.com&query=KR101937648B1
304,Other fields/Civil engineering,2017,STANDING TYPE FARMING APPARATUS HAVING FARMING MACHINE AND ENVIRONMENTAL ATTRACTION WITH THEM,http://worldwide.espacenet.com/searchResults?ST=singleline&locale=en_EP&submitted=true&DB=worldwide.espacenet.com&query=KR101937648B1
305,Mechanical engineering/Other special machines,2018,"APPARATUS, SYSTEM AND METHODS FOR IMPROVED VERTICAL FARMING",http://worldwide.espacenet.com/searchResults?ST=singleline&locale=en_EP&submitted=true&DB=worldwide.espacenet.com&query=US2018343810A1
306,Mechanical engineering/Other special machines,2018,Vertical farming sprinkler,http://worldwide.espacenet.com/searchResults?ST=singleline&locale=en_EP&submitted=true&DB=worldwide.espacenet.com&query=CN208144063U
307,Mechanical engineering/Other special machines,2018,"APPARATUS, SYSTEM AND METHODS FOR IMPROVED VERTICAL FARMING",http://worldwide.espacenet.com/searchResults?ST=singleline&locale=en_EP&submitted=true&DB=worldwide.espacenet.com&query=CA3002985A1
308,Mechanical engineering/Other special machines,2016,the rotary hydroponic system for vertical farming,http://worldwide.espacenet.com/searchResults?ST=singleline&locale=en_EP&submitted=true&DB=worldwide.espacenet.com&query=KR20180037668A
309,Mechanical engineering/Other special machines,2017,CULTIVATING TOOL,http://worldwide.espacenet.com/searchResults?ST=singleline&locale=en_EP&submitted=true&DB=worldwide.espacenet.com&query=US2018084736A1
310,Mechanical engineering/Other special machines,2017,CULTIVATING TOOL,http://worldwide.espacenet.com/searchResults?ST=singleline&locale=en_EP&submitted=true&DB=worldwide.espacenet.com&query=US2018054976A1
311,Mechanical engineering/Other special machines,2016,CONTROL AND SENSOR SYSTEMS FOR AN ENVIRONMENTALLY CONTROLLED VERTICAL FARMING SYSTEM,http://worldwide.espacenet.com/searchResults?ST=singleline&locale=en_EP&submitted=true&DB=worldwide.espacenet.com&query=US2018014486A1
312,Mechanical engineering/Other special machines,2016,VERTICAL GROWTH TOWER AND MODULE FOR AN ENVIRONMENTALLY CONTROLLED VERTICAL FARMING SYSTEM,http://worldwide.espacenet.com/searchResults?ST=singleline&locale=en_EP&submitted=true&DB=worldwide.espacenet.com&query=US2018014471A1
313,Electrical engineering/Audio-visual technology,2016,ENVIRONMENTALLY CONTROLLED VERTICAL FARMING SYSTEM,http://worldwide.espacenet.com/searchResults?ST=singleline&locale=en_EP&submitted=true&DB=worldwide.espacenet.com&query=US2018014485A1
314,"Electrical engineering/Electrical machinery, apparatus, energy",2016,ENVIRONMENTALLY CONTROLLED VERTICAL FARMING SYSTEM,http://worldwide.espacenet.com/searchResults?ST=singleline&locale=en_EP&submitted=true&DB=worldwide.espacenet.com&query=US2018014485A1
315,Mechanical engineering/Other special machines,2016,ENVIRONMENTALLY CONTROLLED VERTICAL FARMING SYSTEM,http://worldwide.espacenet.com/searchResults?ST=singleline&locale=en_EP&submitted=true&DB=worldwide.espacenet.com&query=US2018014485A1
316,"Electrical engineering/Electrical machinery, apparatus, energy",2016,CONTROL AND SENSOR SYSTEMS FOR AN ENVIRONMENTALLY CONTROLLED VERTICAL FARMING SYSTEM,http://worldwide.espacenet.com/searchResults?ST=singleline&locale=en_EP&submitted=true&DB=worldwide.espacenet.com&query=WO2018013163A1
317,Mechanical engineering/Other special machines,2016,CONTROL AND SENSOR SYSTEMS FOR AN ENVIRONMENTALLY CONTROLLED VERTICAL FARMING SYSTEM,http://worldwide.espacenet.com/searchResults?ST=singleline&locale=en_EP&submitted=true&DB=worldwide.espacenet.com&query=WO2018013163A1
318,"Electrical engineering/Electrical machinery, apparatus, energy",2016,VERTICAL GROWTH TOWER AND MODULE FOR AN ENVIRONMENTALLY CONTROLLED VERTICAL FARMING SYSTEM MOVEMENT,http://worldwide.espacenet.com/searchResults?ST=singleline&locale=en_EP&submitted=true&DB=worldwide.espacenet.com&query=WO2018013162A1
319,Mechanical engineering/Other special machines,2016,VERTICAL GROWTH TOWER AND MODULE FOR AN ENVIRONMENTALLY CONTROLLED VERTICAL FARMING SYSTEM MOVEMENT,http://worldwide.espacenet.com/searchResults?ST=singleline&locale=en_EP&submitted=true&DB=worldwide.espacenet.com&query=WO2018013162A1
320,"Electrical engineering/Electrical machinery, apparatus, energy",2016,ENVIRONMENTALLY CONTROLLED VERTICAL FARMING SYSTEM,http://worldwide.espacenet.com/searchResults?ST=singleline&locale=en_EP&submitted=true&DB=worldwide.espacenet.com&query=WO2018013161A1
321,Mechanical engineering/Other special machines,2016,ENVIRONMENTALLY CONTROLLED VERTICAL FARMING SYSTEM,http://worldwide.espacenet.com/searchResults?ST=singleline&locale=en_EP&submitted=true&DB=worldwide.espacenet.com&query=WO2018013161A1
322,Mechanical engineering/Other special machines,2017,Vertical farming sprinkler,http://worldwide.espacenet.com/searchResults?ST=singleline&locale=en_EP&submitted=true&DB=worldwide.espacenet.com&query=CN206603109U
323,Mechanical engineering/Other special machines,2017,"HIGH DENSITY FARMING APPARATUS, SYSTEM AND METHOD",http://worldwide.espacenet.com/searchResults?ST=singleline&locale=en_EP&submitted=true&DB=worldwide.espacenet.com&query=WO17173464A1
324,Mechanical engineering/Other special machines,2017,"HIGH DENSITY FARMING APPARATUS, SYSTEM AND METHOD",http://worldwide.espacenet.com/searchResults?ST=singleline&locale=en_EP&submitted=true&DB=worldwide.espacenet.com&query=WO2017173464A1
325,Mechanical engineering/Other special machines,2015,Sustainable tandem vertical farming system for urban shopping centers,http://worldwide.espacenet.com/searchResults?ST=singleline&locale=en_EP&submitted=true&DB=worldwide.espacenet.com&query=KR101781391B1
326,Mechanical engineering/Other special machines,2016,omitted,http://worldwide.espacenet.com/searchResults?ST=singleline&locale=en_EP&submitted=true&DB=worldwide.espacenet.com&query=KR20170096307A
327,Mechanical engineering/Other special machines,2017,"HIGH DENSITY INDOOR FARMING APPARATUS, SYSTEM AND METHOD",http://worldwide.espacenet.com/searchResults?ST=singleline&locale=en_EP&submitted=true&DB=worldwide.espacenet.com&query=US2017196176A1
328,Mechanical engineering/Other special machines,2015,Tandem vertical farming system for urban shopping centers,http://worldwide.espacenet.com/searchResults?ST=singleline&locale=en_EP&submitted=true&DB=worldwide.espacenet.com&query=KR20170072977A
329,Electrical engineering/IT methods for management,2016,STORE-LINKED URBAN VERTICAL FARMING SYSTEM,http://worldwide.espacenet.com/searchResults?ST=singleline&locale=en_EP&submitted=true&DB=worldwide.espacenet.com&query=WO2017105067A1
330,Mechanical engineering/Other special machines,2016,STORE-LINKED URBAN VERTICAL FARMING SYSTEM,http://worldwide.espacenet.com/searchResults?ST=singleline&locale=en_EP&submitted=true&DB=worldwide.espacenet.com&query=WO2017105067A1
331,Mechanical engineering/Other special machines,2016,"HIGH DENSITY FARMING APPARATUS, SYSTEM AND METHOD",http://worldwide.espacenet.com/searchResults?ST=singleline&locale=en_EP&submitted=true&DB=worldwide.espacenet.com&query=US2017049064A1
332,"Electrical engineering/Electrical machinery, apparatus, energy",2016,GROW LIGHTING AND AGRICULTURAL SYSTEMS AND METHODS,http://worldwide.espacenet.com/searchResults?ST=singleline&locale=en_EP&submitted=true&DB=worldwide.espacenet.com&query=US2016360712A1
333,Mechanical engineering/Other special machines,2016,GROW LIGHTING AND AGRICULTURAL SYSTEMS AND METHODS,http://worldwide.espacenet.com/searchResults?ST=singleline&locale=en_EP&submitted=true&DB=worldwide.espacenet.com&query=US2016360712A1
334,Mechanical engineering/Other special machines,2016,Dark pine rotary cultivator is planted in leisure of maize width line interlace,http://worldwide.espacenet.com/searchResults?ST=singleline&locale=en_EP&submitted=true&DB=worldwide.espacenet.com&query=CN205694085U
335,Mechanical engineering/Other special machines,2015,MULTI-LAYERED AQUAPONICS SYSTEM AND METHOD,http://worldwide.espacenet.com/searchResults?ST=singleline&locale=en_EP&submitted=true&DB=worldwide.espacenet.com&query=KR20160048670A
336,Mechanical engineering/Other special machines,2015,MULTI-LAYERED AQUAPONICS SYSTEM AND METHOD,http://worldwide.espacenet.com/searchResults?ST=singleline&locale=en_EP&submitted=true&DB=worldwide.espacenet.com&query=US2016113222A1
337,Mechanical engineering/Other special machines,2014,"CRATE, CONTROL UNIT FOR A CRATE, STACK OF CRATES AND METHOD FOR OPERATING THESE.",http://worldwide.espacenet.com/searchResults?ST=singleline&locale=en_EP&submitted=true&DB=worldwide.espacenet.com&query=NL2012078C2
338,Mechanical engineering/Other special machines,2015,"CRATE FOR VERTICAL FARMING, CONTROL UNIT AND METHOD FOR OPERATING CRATES",http://worldwide.espacenet.com/searchResults?ST=singleline&locale=en_EP&submitted=true&DB=worldwide.espacenet.com&query=WO2015105426A1
339,Chemistry/Chemical engineering,2013,A LIQUID FLOW DEFLECTOR ASSEMBLY FOR VERTICAL FARMING INSTALLATIONS,http://worldwide.espacenet.com/searchResults?ST=singleline&locale=en_EP&submitted=true&DB=worldwide.espacenet.com&query=WO2014063204A1
340,Mechanical engineering/Mechanical elements,2013,A LIQUID FLOW DEFLECTOR ASSEMBLY FOR VERTICAL FARMING INSTALLATIONS,http://worldwide.espacenet.com/searchResults?ST=singleline&locale=en_EP&submitted=true&DB=worldwide.espacenet.com&query=WO2014063204A1
341,Mechanical engineering/Other special machines,2013,A LIQUID FLOW DEFLECTOR ASSEMBLY FOR VERTICAL FARMING INSTALLATIONS,http://worldwide.espacenet.com/searchResults?ST=singleline&locale=en_EP&submitted=true&DB=worldwide.espacenet.com&query=WO2014063204A1
342,Mechanical engineering/Other special machines,2012,Vertical Farming Turbine,http://worldwide.espacenet.com/searchResults?ST=singleline&locale=en_EP&submitted=true&DB=worldwide.espacenet.com&query=US2014013664A1
343,Mechanical engineering/Other special machines,2011,VERTICAL FARMING MOBILE DEVICE,http://worldwide.espacenet.com/searchResults?ST=singleline&locale=en_EP&submitted=true&DB=worldwide.espacenet.com&query=PT106003A
344,Mechanical engineering/Other special machines,2009,MULTICULTIVATOR FOR VERTICAL FARMING,http://worldwide.espacenet.com/searchResults?ST=singleline&locale=en_EP&submitted=true&DB=worldwide.espacenet.com&query=US2012061110A1
