,Categories,year,Title,link
32,Instruments/Control,2023,METHOD AND SYSTEM FOR IMPLEMENTING AI-POWERED AUGMENTED REALITY LEARNING DEVICES,http://worldwide.espacenet.com/searchResults?ST=singleline&locale=en_EP&submitted=true&DB=worldwide.espacenet.com&query=US2023368688A1
33,Electrical engineering/Audio-visual technology,2022,HIGH-RESOLUTION CAMERA NETWORK FOR AI-POWERED MACHINE SUPERVISION,http://worldwide.espacenet.com/searchResults?ST=singleline&locale=en_EP&submitted=true&DB=worldwide.espacenet.com&query=EP4275101A1
34,Electrical engineering/Digital communication,2022,HIGH-RESOLUTION CAMERA NETWORK FOR AI-POWERED MACHINE SUPERVISION,http://worldwide.espacenet.com/searchResults?ST=singleline&locale=en_EP&submitted=true&DB=worldwide.espacenet.com&query=EP4275101A1
35,Instruments/Control,2022,HIGH-RESOLUTION CAMERA NETWORK FOR AI-POWERED MACHINE SUPERVISION,http://worldwide.espacenet.com/searchResults?ST=singleline&locale=en_EP&submitted=true&DB=worldwide.espacenet.com&query=EP4275101A1
36,Mechanical engineering/Transport,2022,HIGH-RESOLUTION CAMERA NETWORK FOR AI-POWERED MACHINE SUPERVISION,http://worldwide.espacenet.com/searchResults?ST=singleline&locale=en_EP&submitted=true&DB=worldwide.espacenet.com&query=EP4275101A1
37,Electrical engineering/Computer technology,2022,AI-POWERED USER-CENTRIC REVIEW SYSTEM,http://worldwide.espacenet.com/searchResults?ST=singleline&locale=en_EP&submitted=true&DB=worldwide.espacenet.com&query=US2023360094A1
38,Electrical engineering/IT methods for management,2022,AI-POWERED USER-CENTRIC REVIEW SYSTEM,http://worldwide.espacenet.com/searchResults?ST=singleline&locale=en_EP&submitted=true&DB=worldwide.espacenet.com&query=US2023360094A1
39,Electrical engineering/Computer technology,2022,SYSTEMS AND METHODS FOR CONVOLUTIONAL NEURAL NETWORK OBJECT DETECTION AND CODE REPAIR,http://worldwide.espacenet.com/searchResults?ST=singleline&locale=en_EP&submitted=true&DB=worldwide.espacenet.com&query=US2023350654A1
40,Instruments/Control,2022,CLOUD-BASED AI-POWERED ENTREPRENEURSHIP TRAINING SYSTEM AND METHOD,http://worldwide.espacenet.com/searchResults?ST=singleline&locale=en_EP&submitted=true&DB=worldwide.espacenet.com&query=US2023334999A1
41,Electrical engineering/Computer technology,2022,ARTIFICIAL INTELLIGENCE (AI)-POWERED CONVERSATIONAL MESSAGING AND COMPLETION ENGINE FOR USE WITHIN A MOBILE APPLICATION,http://worldwide.espacenet.com/searchResults?ST=singleline&locale=en_EP&submitted=true&DB=worldwide.espacenet.com&query=US2023334250A1
42,Electrical engineering/Computer technology,2022,ARTIFICIAL INTELLIGENCE (AI)-POWERED LEGACY SCENARIOS FOR USE WITHIN A MOBILE APPLICATION,http://worldwide.espacenet.com/searchResults?ST=singleline&locale=en_EP&submitted=true&DB=worldwide.espacenet.com&query=US2023334251A1
43,Electrical engineering/Digital communication,2020,AI-POWERED RADIO OVER TEMPERATURE HANDLING,http://worldwide.espacenet.com/searchResults?ST=singleline&locale=en_EP&submitted=true&DB=worldwide.espacenet.com&query=US2023328544A1
44,Electrical engineering/Computer technology,2022,Predictive application for AI-powered hair treatment delivery device,http://worldwide.espacenet.com/searchResults?ST=singleline&locale=en_EP&submitted=true&DB=worldwide.espacenet.com&query=FR3133981A1
45,Other fields/Other consumer goods,2022,Predictive application for AI-powered hair treatment delivery device,http://worldwide.espacenet.com/searchResults?ST=singleline&locale=en_EP&submitted=true&DB=worldwide.espacenet.com&query=FR3133981A1
46,Other fields/Other consumer goods,2022,AI-powered delivery device for hair treatment,http://worldwide.espacenet.com/searchResults?ST=singleline&locale=en_EP&submitted=true&DB=worldwide.espacenet.com&query=FR3133982A1
47,Electrical engineering/Computer technology,2021,DIGITAL LEDGER BASED HEALTH DATA SHARING AND MANAGEMENT,http://worldwide.espacenet.com/searchResults?ST=singleline&locale=en_EP&submitted=true&DB=worldwide.espacenet.com&query=US2023315904A1
48,Electrical engineering/Digital communication,2021,DIGITAL LEDGER BASED HEALTH DATA SHARING AND MANAGEMENT,http://worldwide.espacenet.com/searchResults?ST=singleline&locale=en_EP&submitted=true&DB=worldwide.espacenet.com&query=US2023315904A1
49,Electrical engineering/Computer technology,2022,AI-powered autonomous plant-growth optimization system that automatically adjusts input variables to yield desired harvest traits,http://worldwide.espacenet.com/searchResults?ST=singleline&locale=en_EP&submitted=true&DB=worldwide.espacenet.com&query=US11775828B2
50,Electrical engineering/Computer technology,2022,AI Intelligent search system using AI-powered NLP,http://worldwide.espacenet.com/searchResults?ST=singleline&locale=en_EP&submitted=true&DB=worldwide.espacenet.com&query=KR20230135372A
51,Electrical engineering/Digital communication,2021,AI-POWERED ALGORITHM TO FILL GAPS IN SIGNAL STRENGTH MAPS,http://worldwide.espacenet.com/searchResults?ST=singleline&locale=en_EP&submitted=true&DB=worldwide.espacenet.com&query=US2023300034A1
52,Electrical engineering/Computer technology,2021,Target web and social media messaging based on event signals,http://worldwide.espacenet.com/searchResults?ST=singleline&locale=en_EP&submitted=true&DB=worldwide.espacenet.com&query=US11762934B2
53,Electrical engineering/Digital communication,2021,Target web and social media messaging based on event signals,http://worldwide.espacenet.com/searchResults?ST=singleline&locale=en_EP&submitted=true&DB=worldwide.espacenet.com&query=US11762934B2
54,Electrical engineering/Computer technology,2023,AI-powered Advertising Data Visualization System,http://worldwide.espacenet.com/searchResults?ST=singleline&locale=en_EP&submitted=true&DB=worldwide.espacenet.com&query=KR102574865B1
55,Electrical engineering/IT methods for management,2023,AI-powered Advertising Data Visualization System,http://worldwide.espacenet.com/searchResults?ST=singleline&locale=en_EP&submitted=true&DB=worldwide.espacenet.com&query=KR102574865B1
56,Instruments/Medical technology,2023,AI-POWERED DEVICES AND METHODS TO PROVIDE IMAGE AND SENSOR INFORMED EARLY WARNING OF CHANGES IN HEALTH,http://worldwide.espacenet.com/searchResults?ST=singleline&locale=en_EP&submitted=true&DB=worldwide.espacenet.com&query=WO2023158762A1
57,Electrical engineering/Computer technology,2021,DIGITAL LEDGER BASED HEALTH DATA SHARING AND MANAGEMENT,http://worldwide.espacenet.com/searchResults?ST=singleline&locale=en_EP&submitted=true&DB=worldwide.espacenet.com&query=JP2023535927A
58,Electrical engineering/Digital communication,2021,DIGITAL LEDGER BASED HEALTH DATA SHARING AND MANAGEMENT,http://worldwide.espacenet.com/searchResults?ST=singleline&locale=en_EP&submitted=true&DB=worldwide.espacenet.com&query=JP2023535927A
59,Electrical engineering/Computer technology,2022,Artificial intelligence (AI)-powered conversational messaging within a mobile application,http://worldwide.espacenet.com/searchResults?ST=singleline&locale=en_EP&submitted=true&DB=worldwide.espacenet.com&query=US11736421B1
60,Electrical engineering/Digital communication,2022,Artificial intelligence (AI)-powered conversational messaging within a mobile application,http://worldwide.espacenet.com/searchResults?ST=singleline&locale=en_EP&submitted=true&DB=worldwide.espacenet.com&query=US11736421B1
61,Electrical engineering/Digital communication,2020,AI-POWERED RADIO OVER TEMPERATURE HANDLING,http://worldwide.espacenet.com/searchResults?ST=singleline&locale=en_EP&submitted=true&DB=worldwide.espacenet.com&query=EP4223001A1
62,Electrical engineering/Computer technology,2019,Method and system for implementing AI-powered augmented reality learning devices,http://worldwide.espacenet.com/searchResults?ST=singleline&locale=en_EP&submitted=true&DB=worldwide.espacenet.com&query=US11721228B2
63,Instruments/Control,2019,Method and system for implementing AI-powered augmented reality learning devices,http://worldwide.espacenet.com/searchResults?ST=singleline&locale=en_EP&submitted=true&DB=worldwide.espacenet.com&query=US11721228B2
64,Electrical engineering/Computer technology,2022,METHOD AND SYSTEM FOR AI-POWERED SMART HOMES AND OFFICES,http://worldwide.espacenet.com/searchResults?ST=singleline&locale=en_EP&submitted=true&DB=worldwide.espacenet.com&query=US2023229959A1
65,Other fields/Other consumer goods,2022,PREDICTIVE APPLICATION FOR AI-POWERED DISPENSING DEVICE FOR HAIR TREATMENT,http://worldwide.espacenet.com/searchResults?ST=singleline&locale=en_EP&submitted=true&DB=worldwide.espacenet.com&query=US2023210245A1
66,Other fields/Other consumer goods,2022,AI-POWERED DISPENSING DEVICE FOR HAIR TREATMENT,http://worldwide.espacenet.com/searchResults?ST=singleline&locale=en_EP&submitted=true&DB=worldwide.espacenet.com&query=US2023210241A1
67,Electrical engineering/IT methods for management,2022,AI-POWERED DISPENSING DEVICE FOR HAIR TREATMENT,http://worldwide.espacenet.com/searchResults?ST=singleline&locale=en_EP&submitted=true&DB=worldwide.espacenet.com&query=WO2023129895A1
68,Other fields/Other consumer goods,2022,AI-POWERED DISPENSING DEVICE FOR HAIR TREATMENT,http://worldwide.espacenet.com/searchResults?ST=singleline&locale=en_EP&submitted=true&DB=worldwide.espacenet.com&query=WO2023129895A1
69,Electrical engineering/Computer technology,2021,AI-POWERED ALGORITHM TO FILL GAPS IN SIGNAL STRENGTH MAPS,http://worldwide.espacenet.com/searchResults?ST=singleline&locale=en_EP&submitted=true&DB=worldwide.espacenet.com&query=EP4205415A1
70,Electrical engineering/Digital communication,2021,AI-POWERED ALGORITHM TO FILL GAPS IN SIGNAL STRENGTH MAPS,http://worldwide.espacenet.com/searchResults?ST=singleline&locale=en_EP&submitted=true&DB=worldwide.espacenet.com&query=EP4205415A1
71,Electrical engineering/Computer technology,2022,AI-POWERED RAW FILE MANAGEMENT,http://worldwide.espacenet.com/searchResults?ST=singleline&locale=en_EP&submitted=true&DB=worldwide.espacenet.com&query=US2023205812A1
72,Electrical engineering/Computer technology,2023,"AI POWERED, FULLY INTEGRATED, END-TO-END RISK ASSESSMENT PROCESS TOOL",http://worldwide.espacenet.com/searchResults?ST=singleline&locale=en_EP&submitted=true&DB=worldwide.espacenet.com&query=US2023206149A1
73,Electrical engineering/IT methods for management,2023,"AI POWERED, FULLY INTEGRATED, END-TO-END RISK ASSESSMENT PROCESS TOOL",http://worldwide.espacenet.com/searchResults?ST=singleline&locale=en_EP&submitted=true&DB=worldwide.espacenet.com&query=US2023206149A1
74,Chemistry/Chemical engineering,2021,Automatically individually separating bulk objects,http://worldwide.espacenet.com/searchResults?ST=singleline&locale=en_EP&submitted=true&DB=worldwide.espacenet.com&query=US11679418B2
75,Electrical engineering/Computer technology,2021,Automatically individually separating bulk objects,http://worldwide.espacenet.com/searchResults?ST=singleline&locale=en_EP&submitted=true&DB=worldwide.espacenet.com&query=US11679418B2
76,Electrical engineering/Computer technology,2022,AI-POWERED RAW FILE MANAGEMENT,http://worldwide.espacenet.com/searchResults?ST=singleline&locale=en_EP&submitted=true&DB=worldwide.espacenet.com&query=WO2023102271A1
77,Electrical engineering/Computer technology,2021,DIGITAL LEDGER BASED HEALTH DATA SHARING AND MANAGEMENT,http://worldwide.espacenet.com/searchResults?ST=singleline&locale=en_EP&submitted=true&DB=worldwide.espacenet.com&query=EP4182828A1
78,Electrical engineering/Digital communication,2021,DIGITAL LEDGER BASED HEALTH DATA SHARING AND MANAGEMENT,http://worldwide.espacenet.com/searchResults?ST=singleline&locale=en_EP&submitted=true&DB=worldwide.espacenet.com&query=EP4182828A1
79,Electrical engineering/Computer technology,2021,DIGITAL LEDGER BASED HEALTH DATA SHARING AND MANAGEMENT,http://worldwide.espacenet.com/searchResults?ST=singleline&locale=en_EP&submitted=true&DB=worldwide.espacenet.com&query=KR20230054368A
80,Electrical engineering/Digital communication,2021,DIGITAL LEDGER BASED HEALTH DATA SHARING AND MANAGEMENT,http://worldwide.espacenet.com/searchResults?ST=singleline&locale=en_EP&submitted=true&DB=worldwide.espacenet.com&query=KR20230054368A
81,Instruments/Medical technology,2022,SYSTEM AND METHOD FOR REAL-TIME REMOTE HEALTH MONITORING,http://worldwide.espacenet.com/searchResults?ST=singleline&locale=en_EP&submitted=true&DB=worldwide.espacenet.com&query=WO2023026302A1
82,Electrical engineering/Computer technology,2017,Cloud-based system and method to track and manage objects,http://worldwide.espacenet.com/searchResults?ST=singleline&locale=en_EP&submitted=true&DB=worldwide.espacenet.com&query=US11593724B2
83,Electrical engineering/Digital communication,2017,Cloud-based system and method to track and manage objects,http://worldwide.espacenet.com/searchResults?ST=singleline&locale=en_EP&submitted=true&DB=worldwide.espacenet.com&query=US11593724B2
84,Electrical engineering/IT methods for management,2017,Cloud-based system and method to track and manage objects,http://worldwide.espacenet.com/searchResults?ST=singleline&locale=en_EP&submitted=true&DB=worldwide.espacenet.com&query=US11593724B2
85,Electrical engineering/Computer technology,2022,AI-POWERED TAGGING AND UI/UX OPTIMIZATION ENGINE,http://worldwide.espacenet.com/searchResults?ST=singleline&locale=en_EP&submitted=true&DB=worldwide.espacenet.com&query=US2023047933A1
86,Electrical engineering/Computer technology,2022,TARGET WEB AND SOCIAL MEDIA MESSAGING BASED ON EVENT SIGNALS,http://worldwide.espacenet.com/searchResults?ST=singleline&locale=en_EP&submitted=true&DB=worldwide.espacenet.com&query=KR20220153518A
87,Electrical engineering/Digital communication,2022,TARGET WEB AND SOCIAL MEDIA MESSAGING BASED ON EVENT SIGNALS,http://worldwide.espacenet.com/searchResults?ST=singleline&locale=en_EP&submitted=true&DB=worldwide.espacenet.com&query=KR20220153518A
88,Electrical engineering/Computer technology,2021,TARGET WEB AND SOCIAL MEDIA MESSAGING BASED ON EVENT SIGNALS,http://worldwide.espacenet.com/searchResults?ST=singleline&locale=en_EP&submitted=true&DB=worldwide.espacenet.com&query=US2022365998A1
89,Electrical engineering/Digital communication,2021,TARGET WEB AND SOCIAL MEDIA MESSAGING BASED ON EVENT SIGNALS,http://worldwide.espacenet.com/searchResults?ST=singleline&locale=en_EP&submitted=true&DB=worldwide.espacenet.com&query=US2022365998A1
90,Electrical engineering/Computer technology,2022,AI-POWERED ADVANCED MALWARE DETECTION SYSTEM,http://worldwide.espacenet.com/searchResults?ST=singleline&locale=en_EP&submitted=true&DB=worldwide.espacenet.com&query=US2022366048A1
91,Electrical engineering/Computer technology,2022,AI-POWERED ADVANCED MALWARE DETECTION SYSTEM,http://worldwide.espacenet.com/searchResults?ST=singleline&locale=en_EP&submitted=true&DB=worldwide.espacenet.com&query=WO2022232470A1
92,Chemistry/Chemical engineering,2021,AUTOMATICALLY INDIVIDUALLY SEPARATING BULK OBJECTS,http://worldwide.espacenet.com/searchResults?ST=singleline&locale=en_EP&submitted=true&DB=worldwide.espacenet.com&query=US2022331840A1
93,Electrical engineering/Computer technology,2021,AUTOMATICALLY INDIVIDUALLY SEPARATING BULK OBJECTS,http://worldwide.espacenet.com/searchResults?ST=singleline&locale=en_EP&submitted=true&DB=worldwide.espacenet.com&query=US2022331840A1
94,Electrical engineering/Computer technology,2020,AI-powered tagging and UI/UX optimization engine,http://worldwide.espacenet.com/searchResults?ST=singleline&locale=en_EP&submitted=true&DB=worldwide.espacenet.com&query=US11460980B2
95,Mechanical engineering/Other special machines,2020,AI-POWERED AUTONOMOUS 3D PRINTER,http://worldwide.espacenet.com/searchResults?ST=singleline&locale=en_EP&submitted=true&DB=worldwide.espacenet.com&query=US2022281177A1
96,Electrical engineering/Computer technology,2020,Hybrid cloud integration deployment and management,http://worldwide.espacenet.com/searchResults?ST=singleline&locale=en_EP&submitted=true&DB=worldwide.espacenet.com&query=US11418381B2
97,Electrical engineering/Digital communication,2020,Hybrid cloud integration deployment and management,http://worldwide.espacenet.com/searchResults?ST=singleline&locale=en_EP&submitted=true&DB=worldwide.espacenet.com&query=US11418381B2
98,Electrical engineering/IT methods for management,2020,Hybrid cloud integration deployment and management,http://worldwide.espacenet.com/searchResults?ST=singleline&locale=en_EP&submitted=true&DB=worldwide.espacenet.com&query=US11418381B2
99,Electrical engineering/Computer technology,2022,AI-POWERED AUTONOMOUS PLANT-GROWTH OPTIMIZATION SYSTEM THAT AUTOMATICALLY ADJUSTS INPUT VARIABLES TO YIELD DESIRED HARVEST TRAITS,http://worldwide.espacenet.com/searchResults?ST=singleline&locale=en_EP&submitted=true&DB=worldwide.espacenet.com&query=US2022245940A1
100,Instruments/Measurement,2020,ARTIFICIAL INTELLIGENCE (AI) POWERED ANALYSIS OF OBJECTS OBSERVABLE THROUGH A MICROSCOPE,http://worldwide.espacenet.com/searchResults?ST=singleline&locale=en_EP&submitted=true&DB=worldwide.espacenet.com&query=EP4028750A1
101,Instruments/Optics,2020,ARTIFICIAL INTELLIGENCE (AI) POWERED ANALYSIS OF OBJECTS OBSERVABLE THROUGH A MICROSCOPE,http://worldwide.espacenet.com/searchResults?ST=singleline&locale=en_EP&submitted=true&DB=worldwide.espacenet.com&query=EP4028750A1
102,Electrical engineering/Audio-visual technology,2022,HIGH-RESOLUTION CAMERA NETWORK FOR AI-POWERED MACHINE SUPERVISION,http://worldwide.espacenet.com/searchResults?ST=singleline&locale=en_EP&submitted=true&DB=worldwide.espacenet.com&query=CA3207290A1
103,Electrical engineering/Digital communication,2022,HIGH-RESOLUTION CAMERA NETWORK FOR AI-POWERED MACHINE SUPERVISION,http://worldwide.espacenet.com/searchResults?ST=singleline&locale=en_EP&submitted=true&DB=worldwide.espacenet.com&query=CA3207290A1
104,Instruments/Control,2022,HIGH-RESOLUTION CAMERA NETWORK FOR AI-POWERED MACHINE SUPERVISION,http://worldwide.espacenet.com/searchResults?ST=singleline&locale=en_EP&submitted=true&DB=worldwide.espacenet.com&query=CA3207290A1
105,Mechanical engineering/Transport,2022,HIGH-RESOLUTION CAMERA NETWORK FOR AI-POWERED MACHINE SUPERVISION,http://worldwide.espacenet.com/searchResults?ST=singleline&locale=en_EP&submitted=true&DB=worldwide.espacenet.com&query=CA3207290A1
106,Electrical engineering/Audio-visual technology,2022,HIGH-RESOLUTION CAMERA NETWORK FOR AI-POWERED MACHINE SUPERVISION,http://worldwide.espacenet.com/searchResults?ST=singleline&locale=en_EP&submitted=true&DB=worldwide.espacenet.com&query=WO2022150833A1
107,Electrical engineering/Digital communication,2022,HIGH-RESOLUTION CAMERA NETWORK FOR AI-POWERED MACHINE SUPERVISION,http://worldwide.espacenet.com/searchResults?ST=singleline&locale=en_EP&submitted=true&DB=worldwide.espacenet.com&query=WO2022150833A1
108,Instruments/Control,2022,HIGH-RESOLUTION CAMERA NETWORK FOR AI-POWERED MACHINE SUPERVISION,http://worldwide.espacenet.com/searchResults?ST=singleline&locale=en_EP&submitted=true&DB=worldwide.espacenet.com&query=WO2022150833A1
109,Mechanical engineering/Transport,2022,HIGH-RESOLUTION CAMERA NETWORK FOR AI-POWERED MACHINE SUPERVISION,http://worldwide.espacenet.com/searchResults?ST=singleline&locale=en_EP&submitted=true&DB=worldwide.espacenet.com&query=WO2022150833A1
110,Electrical engineering/Computer technology,2022,High-Resolution Camera Network for Ai-Powered Machine Supervision,http://worldwide.espacenet.com/searchResults?ST=singleline&locale=en_EP&submitted=true&DB=worldwide.espacenet.com&query=US2022212792A1
111,Instruments/Control,2022,High-Resolution Camera Network for Ai-Powered Machine Supervision,http://worldwide.espacenet.com/searchResults?ST=singleline&locale=en_EP&submitted=true&DB=worldwide.espacenet.com&query=US2022212792A1
112,Mechanical engineering/Transport,2022,High-Resolution Camera Network for Ai-Powered Machine Supervision,http://worldwide.espacenet.com/searchResults?ST=singleline&locale=en_EP&submitted=true&DB=worldwide.espacenet.com&query=US2022212792A1
113,Electrical engineering/IT methods for management,2021,AN ONLINE AI-POWERED AUCTION AND NEGOTIATION SYSTEM FOR REAL ESTATE TRANSACTIONS,http://worldwide.espacenet.com/searchResults?ST=singleline&locale=en_EP&submitted=true&DB=worldwide.espacenet.com&query=AU2021273668A1
