,Categories,year,Title,link
618,Mechanical engineering/Other special machines,2022,PUMP AND CLEANING SYSTEM FOR FISH FARM,http://worldwide.espacenet.com/searchResults?ST=singleline&locale=en_EP&submitted=true&DB=worldwide.espacenet.com&query=AU2022397960A1
619,Mechanical engineering/Textile and paper machines,2022,METHODS AND SYSTEMS FOR FORMING TRAYS,http://worldwide.espacenet.com/searchResults?ST=singleline&locale=en_EP&submitted=true&DB=worldwide.espacenet.com&query=AU2022400763A1
620,"Other fields/Furniture, games",2023,Sub-assembly for a golf bag and a golf bag system for recipient self-assembly,http://worldwide.espacenet.com/searchResults?ST=singleline&locale=en_EP&submitted=true&DB=worldwide.espacenet.com&query=AU2023202984B2
621,Mechanical engineering/Machine tools,2023,Lifting gear assembly and electric nail gun having the same,http://worldwide.espacenet.com/searchResults?ST=singleline&locale=en_EP&submitted=true&DB=worldwide.espacenet.com&query=AU2023203590B2
622,Mechanical engineering/Machine tools,2023,PROTECTIVE CAP,http://worldwide.espacenet.com/searchResults?ST=singleline&locale=en_EP&submitted=true&DB=worldwide.espacenet.com&query=AU2023226886A1
623,Mechanical engineering/Machine tools,2023,PROTECTIVE CAP,http://worldwide.espacenet.com/searchResults?ST=singleline&locale=en_EP&submitted=true&DB=worldwide.espacenet.com&query=AU2023229116A1
624,"Mechanical engineering/Engines, pumps, turbines",2023,ROTARY COMPRESSOR,http://worldwide.espacenet.com/searchResults?ST=singleline&locale=en_EP&submitted=true&DB=worldwide.espacenet.com&query=AU2023277043A1
625,Chemistry/Pharmaceuticals,2024,Compositions and methods for treatment of type VII collagen deficiencies,http://worldwide.espacenet.com/searchResults?ST=singleline&locale=en_EP&submitted=true&DB=worldwide.espacenet.com&query=AU2024203310A1
626,Chemistry/Pharmaceuticals,2024,Microimplants for ocular administration,http://worldwide.espacenet.com/searchResults?ST=singleline&locale=en_EP&submitted=true&DB=worldwide.espacenet.com&query=AU2024203411A1
627,Instruments/Medical technology,2024,Microimplants for ocular administration,http://worldwide.espacenet.com/searchResults?ST=singleline&locale=en_EP&submitted=true&DB=worldwide.espacenet.com&query=AU2024203411A1
628,Instruments/Measurement,2019,OPTICAL FILTER DEVICE AND METHOD FOR CONTROLLING OPTICAL FILTER DEVICE,http://worldwide.espacenet.com/searchResults?ST=singleline&locale=en_EP&submitted=true&DB=worldwide.espacenet.com&query=FI130949B1
629,Instruments/Optics,2019,OPTICAL FILTER DEVICE AND METHOD FOR CONTROLLING OPTICAL FILTER DEVICE,http://worldwide.espacenet.com/searchResults?ST=singleline&locale=en_EP&submitted=true&DB=worldwide.espacenet.com&query=FI130949B1
630,Mechanical engineering/Handling,2019,WORK TRANSPORT DEVICE,http://worldwide.espacenet.com/searchResults?ST=singleline&locale=en_EP&submitted=true&DB=worldwide.espacenet.com&query=JP7498904B2
631,Mechanical engineering/Transport,2019,WORK TRANSPORT DEVICE,http://worldwide.espacenet.com/searchResults?ST=singleline&locale=en_EP&submitted=true&DB=worldwide.espacenet.com&query=JP7498904B2
632,Mechanical engineering/Handling,2020,CONTROL DEVICE FOR HYDRAULICALLY DRIVEN ROBOT AND CONTROL METHOD THEREOF,http://worldwide.espacenet.com/searchResults?ST=singleline&locale=en_EP&submitted=true&DB=worldwide.espacenet.com&query=JP7498921B2
633,Other fields/Civil engineering,2021,REMOVAL METHOD FOR PLATE MEMBER FOR FORMING JOINT PART,http://worldwide.espacenet.com/searchResults?ST=singleline&locale=en_EP&submitted=true&DB=worldwide.espacenet.com&query=JP7498928B2
634,Instruments/Measurement,2020,SAMPLE COLLECTING DEVICE,http://worldwide.espacenet.com/searchResults?ST=singleline&locale=en_EP&submitted=true&DB=worldwide.espacenet.com&query=JP7498953B2
635,Other fields/Civil engineering,2020,SAMPLE COLLECTING DEVICE,http://worldwide.espacenet.com/searchResults?ST=singleline&locale=en_EP&submitted=true&DB=worldwide.espacenet.com&query=JP7498953B2
636,Mechanical engineering/Transport,2023,Induction type brake warning trigger device with self-adaptive structure,http://worldwide.espacenet.com/searchResults?ST=singleline&locale=en_EP&submitted=true&DB=worldwide.espacenet.com&query=JP7498987B1
637,Instruments/Medical technology,2018,ENDOVENOUS TREATMENT ASSEMBLY AND DEVICE,http://worldwide.espacenet.com/searchResults?ST=singleline&locale=en_EP&submitted=true&DB=worldwide.espacenet.com&query=JP7499003B2
638,Mechanical engineering/Other special machines,2020,AUTONOMOUS TRAVEL SYSTEM OF FARM WORK VEHICLE,http://worldwide.espacenet.com/searchResults?ST=singleline&locale=en_EP&submitted=true&DB=worldwide.espacenet.com&query=JP7499107B2
639,Electrical engineering/Audio-visual technology,2020,Image display element,http://worldwide.espacenet.com/searchResults?ST=singleline&locale=en_EP&submitted=true&DB=worldwide.espacenet.com&query=JP7499116B2
640,Electrical engineering/Semiconductors,2020,Image display element,http://worldwide.espacenet.com/searchResults?ST=singleline&locale=en_EP&submitted=true&DB=worldwide.espacenet.com&query=JP7499116B2
641,Electrical engineering/IT methods for management,2020,"BICYCLE USAGE SYSTEM, INFORMATION PROCESSING DEVICE, PROGRAM, POWER ASSISTED BICYCLE, AND BICYCLE USAGE METHOD",http://worldwide.espacenet.com/searchResults?ST=singleline&locale=en_EP&submitted=true&DB=worldwide.espacenet.com&query=JP7499136B2
642,Instruments/Control,2020,"BICYCLE USAGE SYSTEM, INFORMATION PROCESSING DEVICE, PROGRAM, POWER ASSISTED BICYCLE, AND BICYCLE USAGE METHOD",http://worldwide.espacenet.com/searchResults?ST=singleline&locale=en_EP&submitted=true&DB=worldwide.espacenet.com&query=JP7499136B2
643,Electrical engineering/IT methods for management,2020,"DETERMINATION DEVICE, DETERMINATION PROGRAM AND INFORMATION GENERATION METHOD",http://worldwide.espacenet.com/searchResults?ST=singleline&locale=en_EP&submitted=true&DB=worldwide.espacenet.com&query=JP7499138B2
644,Mechanical engineering/Transport,2020,DEVICE AND METHOD FOR CONTROLLING DISCONNECTING DEVICE OF ELECTRIC VEHICLE,http://worldwide.espacenet.com/searchResults?ST=singleline&locale=en_EP&submitted=true&DB=worldwide.espacenet.com&query=JP7499158B2
645,"Chemistry/Materials, metallurgy",2019,BORON NITRIDE NANOTUBE SYNTHESIS VIA LASER DIODE,http://worldwide.espacenet.com/searchResults?ST=singleline&locale=en_EP&submitted=true&DB=worldwide.espacenet.com&query=JP7499189B2
646,Instruments/Optics,2019,BORON NITRIDE NANOTUBE SYNTHESIS VIA LASER DIODE,http://worldwide.espacenet.com/searchResults?ST=singleline&locale=en_EP&submitted=true&DB=worldwide.espacenet.com&query=JP7499189B2
647,Electrical engineering/Computer technology,2019,SYSTEMS AND METHODS FOR CLASSIFYING DRIVER BEHAVIOR,http://worldwide.espacenet.com/searchResults?ST=singleline&locale=en_EP&submitted=true&DB=worldwide.espacenet.com&query=JP7499256B2
648,Instruments/Control,2019,SYSTEMS AND METHODS FOR CLASSIFYING DRIVER BEHAVIOR,http://worldwide.espacenet.com/searchResults?ST=singleline&locale=en_EP&submitted=true&DB=worldwide.espacenet.com&query=JP7499256B2
649,Electrical engineering/Audio-visual technology,2022,Pixel circuit and display device including same,http://worldwide.espacenet.com/searchResults?ST=singleline&locale=en_EP&submitted=true&DB=worldwide.espacenet.com&query=JP7499299B2
650,"Electrical engineering/Electrical machinery, apparatus, energy",2022,Pixel circuit and display device including same,http://worldwide.espacenet.com/searchResults?ST=singleline&locale=en_EP&submitted=true&DB=worldwide.espacenet.com&query=JP7499299B2
651,Mechanical engineering/Mechanical elements,2020,ELECTRIC PARKING BRAKE DEVICE FOR VEHICLE,http://worldwide.espacenet.com/searchResults?ST=singleline&locale=en_EP&submitted=true&DB=worldwide.espacenet.com&query=JP7499321B2
652,Mechanical engineering/Transport,2020,ELECTRIC PARKING BRAKE DEVICE FOR VEHICLE,http://worldwide.espacenet.com/searchResults?ST=singleline&locale=en_EP&submitted=true&DB=worldwide.espacenet.com&query=JP7499321B2
653,Mechanical engineering/Transport,2020,Degradation concept for steering-by-wire system,http://worldwide.espacenet.com/searchResults?ST=singleline&locale=en_EP&submitted=true&DB=worldwide.espacenet.com&query=JP7499350B2
654,Electrical engineering/Computer technology,2022,Autonomous vehicle and self-location estimating method in autonomous vehicle,http://worldwide.espacenet.com/searchResults?ST=singleline&locale=en_EP&submitted=true&DB=worldwide.espacenet.com&query=JP7499399B2
655,Instruments/Measurement,2022,Autonomous vehicle and self-location estimating method in autonomous vehicle,http://worldwide.espacenet.com/searchResults?ST=singleline&locale=en_EP&submitted=true&DB=worldwide.espacenet.com&query=JP7499399B2
656,Electrical engineering/IT methods for management,2022,"Computer network system for encryption-secure, token-based operation and methods of use thereof",http://worldwide.espacenet.com/searchResults?ST=singleline&locale=en_EP&submitted=true&DB=worldwide.espacenet.com&query=JP7499424B2
657,Chemistry/Chemical engineering,2022,"MULTIFUNCTIONAL SELF-ROTATING WASHING, FILTERING AND REACTION DEVICE",http://worldwide.espacenet.com/searchResults?ST=singleline&locale=en_EP&submitted=true&DB=worldwide.espacenet.com&query=WO2024045257A9
658,Electrical engineering/Computer technology,2023,NATURAL INTELLIGENCE FOR NATURAL LANGUAGE PROCESSING,http://worldwide.espacenet.com/searchResults?ST=singleline&locale=en_EP&submitted=true&DB=worldwide.espacenet.com&query=WO2024077002A3
659,"Electrical engineering/Electrical machinery, apparatus, energy",2023,POINT ON WAVE POLARITY DETECTION METHOD FOR SATURATION MITIGATION,http://worldwide.espacenet.com/searchResults?ST=singleline&locale=en_EP&submitted=true&DB=worldwide.espacenet.com&query=WO2024081579A3
660,Instruments/Control,2023,POINT ON WAVE POLARITY DETECTION METHOD FOR SATURATION MITIGATION,http://worldwide.espacenet.com/searchResults?ST=singleline&locale=en_EP&submitted=true&DB=worldwide.espacenet.com&query=WO2024081579A3
661,Instruments/Measurement,2023,POINT ON WAVE POLARITY DETECTION METHOD FOR SATURATION MITIGATION,http://worldwide.espacenet.com/searchResults?ST=singleline&locale=en_EP&submitted=true&DB=worldwide.espacenet.com&query=WO2024081579A3
662,Chemistry/Pharmaceuticals,2023,TARGETED PROBIOTICS AND PEPTIDES FOR REDUCTION OR AUGMENTATION OF BACTERIAL-SELF ANTIGEN CROSS-REACTIVE MEMORY T-CELLS,http://worldwide.espacenet.com/searchResults?ST=singleline&locale=en_EP&submitted=true&DB=worldwide.espacenet.com&query=WO2024097608A3
663,Chemistry/Biotechnology,2023,"A METHOD FOR PRODUCTION OF SELF-REPLICATING, NUCLEIC ACID-LOADED, VIRUS-LIKE PARTICLES (VLP-NA) AND THE USES THEREOF",http://worldwide.espacenet.com/searchResults?ST=singleline&locale=en_EP&submitted=true&DB=worldwide.espacenet.com&query=WO2024097732A3
664,Electrical engineering/Telecommunications,2023,VEHICLE,http://worldwide.espacenet.com/searchResults?ST=singleline&locale=en_EP&submitted=true&DB=worldwide.espacenet.com&query=WO2024119234A1
665,Instruments/Control,2023,VEHICLE,http://worldwide.espacenet.com/searchResults?ST=singleline&locale=en_EP&submitted=true&DB=worldwide.espacenet.com&query=WO2024119234A1
666,Mechanical engineering/Transport,2023,VEHICLE,http://worldwide.espacenet.com/searchResults?ST=singleline&locale=en_EP&submitted=true&DB=worldwide.espacenet.com&query=WO2024119234A1
667,Electrical engineering/Audio-visual technology,2023,SET OF CONNECTABLE AND ADJUSTABLE MODULES FOR FORMING A CONTAINMENT INFRASTRUCTURE FOR A DATA PROCESSING CENTRE OR THE LIKE,http://worldwide.espacenet.com/searchResults?ST=singleline&locale=en_EP&submitted=true&DB=worldwide.espacenet.com&query=WO2024119260A1
668,Mechanical engineering/Thermal processes and apparatus,2023,SET OF CONNECTABLE AND ADJUSTABLE MODULES FOR FORMING A CONTAINMENT INFRASTRUCTURE FOR A DATA PROCESSING CENTRE OR THE LIKE,http://worldwide.espacenet.com/searchResults?ST=singleline&locale=en_EP&submitted=true&DB=worldwide.espacenet.com&query=WO2024119260A1
669,Other fields/Civil engineering,2023,SET OF CONNECTABLE AND ADJUSTABLE MODULES FOR FORMING A CONTAINMENT INFRASTRUCTURE FOR A DATA PROCESSING CENTRE OR THE LIKE,http://worldwide.espacenet.com/searchResults?ST=singleline&locale=en_EP&submitted=true&DB=worldwide.espacenet.com&query=WO2024119260A1
670,Mechanical engineering/Handling,2022,"FIXTURE, ROBOTIC FIXTURE INCLUDING THE SAME, AND A METHOD FOR CLAMPING A TURNOVER BOX",http://worldwide.espacenet.com/searchResults?ST=singleline&locale=en_EP&submitted=true&DB=worldwide.espacenet.com&query=WO2024119335A1
671,"Electrical engineering/Electrical machinery, apparatus, energy",2022,LINEAR VIBRATION MOTOR,http://worldwide.espacenet.com/searchResults?ST=singleline&locale=en_EP&submitted=true&DB=worldwide.espacenet.com&query=WO2024119346A1
672,Electrical engineering/Digital communication,2022,"METHODS, SYSTEM, AND APPARATUS FOR JOINT ERROR CORRECTION CODING OF A SELF-DECODABLE PAYLOAD AND A COMBINED PAYLOAD",http://worldwide.espacenet.com/searchResults?ST=singleline&locale=en_EP&submitted=true&DB=worldwide.espacenet.com&query=WO2024119354A1
673,Electrical engineering/Digital communication,2022,"DATA COLLECTION METHOD AND APPARATUS, AND INTELLIGENT DRIVING DEVICE",http://worldwide.espacenet.com/searchResults?ST=singleline&locale=en_EP&submitted=true&DB=worldwide.espacenet.com&query=WO2024119363A1
674,Instruments/Measurement,2022,"DATA COLLECTION METHOD AND APPARATUS, AND INTELLIGENT DRIVING DEVICE",http://worldwide.espacenet.com/searchResults?ST=singleline&locale=en_EP&submitted=true&DB=worldwide.espacenet.com&query=WO2024119363A1
675,Electrical engineering/Basic communication processes,2022,"MODULATION UNIT AND PREPARATION METHOD THEREFOR, AND MODULATION DEVICE AND DRIVING METHOD THEREFOR",http://worldwide.espacenet.com/searchResults?ST=singleline&locale=en_EP&submitted=true&DB=worldwide.espacenet.com&query=WO2024119370A1
676,Electrical engineering/Telecommunications,2022,"MODULATION UNIT AND PREPARATION METHOD THEREFOR, AND MODULATION DEVICE AND DRIVING METHOD THEREFOR",http://worldwide.espacenet.com/searchResults?ST=singleline&locale=en_EP&submitted=true&DB=worldwide.espacenet.com&query=WO2024119370A1
677,"Chemistry/Surface technology, coating",2022,HEATING SYSTEM AND HIGH-FREQUENCY POWER SUPPLY FOR HEATING SYSTEM,http://worldwide.espacenet.com/searchResults?ST=singleline&locale=en_EP&submitted=true&DB=worldwide.espacenet.com&query=WO2024119374A1
678,"Electrical engineering/Electrical machinery, apparatus, energy",2022,HEATING SYSTEM AND HIGH-FREQUENCY POWER SUPPLY FOR HEATING SYSTEM,http://worldwide.espacenet.com/searchResults?ST=singleline&locale=en_EP&submitted=true&DB=worldwide.espacenet.com&query=WO2024119374A1
679,Chemistry/Biotechnology,2022,CONSTRUCT FOR CO-EXPRESSING PLURALITY OF TARGET GENES AND USE THEREOF,http://worldwide.espacenet.com/searchResults?ST=singleline&locale=en_EP&submitted=true&DB=worldwide.espacenet.com&query=WO2024119388A1
680,Chemistry/Pharmaceuticals,2022,CONSTRUCT FOR CO-EXPRESSING PLURALITY OF TARGET GENES AND USE THEREOF,http://worldwide.espacenet.com/searchResults?ST=singleline&locale=en_EP&submitted=true&DB=worldwide.espacenet.com&query=WO2024119388A1
681,Mechanical engineering/Transport,2022,"DATA PROCESSING METHOD AND APPARATUS, COMPUTER DEVICE, VEHICLE, AND READABLE STORAGE MEDIUM",http://worldwide.espacenet.com/searchResults?ST=singleline&locale=en_EP&submitted=true&DB=worldwide.espacenet.com&query=WO2024119412A1
682,Instruments/Measurement,2022,STRENGTH TESTING APPARATUS FOR ENGINEERING INVESTIGATION,http://worldwide.espacenet.com/searchResults?ST=singleline&locale=en_EP&submitted=true&DB=worldwide.espacenet.com&query=WO2024119429A1
683,Mechanical engineering/Mechanical elements,2022,"AUTOMATIC GEAR SHIFTING CONTROL METHOD AND APPARATUS, DEVICE, AND STORAGE MEDIUM",http://worldwide.espacenet.com/searchResults?ST=singleline&locale=en_EP&submitted=true&DB=worldwide.espacenet.com&query=WO2024119453A1
684,Mechanical engineering/Transport,2022,"AUTOMATIC GEAR SHIFTING CONTROL METHOD AND APPARATUS, DEVICE, AND STORAGE MEDIUM",http://worldwide.espacenet.com/searchResults?ST=singleline&locale=en_EP&submitted=true&DB=worldwide.espacenet.com&query=WO2024119453A1
685,Electrical engineering/Digital communication,2022,COMMUNICATION METHOD AND APPARATUS,http://worldwide.espacenet.com/searchResults?ST=singleline&locale=en_EP&submitted=true&DB=worldwide.espacenet.com&query=WO2024119459A1
686,Mechanical engineering/Transport,2022,COMMUNICATION METHOD AND APPARATUS,http://worldwide.espacenet.com/searchResults?ST=singleline&locale=en_EP&submitted=true&DB=worldwide.espacenet.com&query=WO2024119459A1
687,Electrical engineering/Digital communication,2022,"COMMUNICATION METHODS, TERMINAL DEVICES, AND COMMUNICATION DEVICES",http://worldwide.espacenet.com/searchResults?ST=singleline&locale=en_EP&submitted=true&DB=worldwide.espacenet.com&query=WO2024119479A1
688,Instruments/Optics,2022,FOCUSING CONTROL METHOD AND RELATED APPARATUS,http://worldwide.espacenet.com/searchResults?ST=singleline&locale=en_EP&submitted=true&DB=worldwide.espacenet.com&query=WO2024119480A1
689,Mechanical engineering/Mechanical elements,2022,REDUCTION DEVICE,http://worldwide.espacenet.com/searchResults?ST=singleline&locale=en_EP&submitted=true&DB=worldwide.espacenet.com&query=WO2024119482A1
690,Electrical engineering/Audio-visual technology,2022,"PIXEL CIRCUIT AND DRIVING METHOD THEREFOR, AND ARRAY SUBSTRATE AND DISPLAY APPARATUS",http://worldwide.espacenet.com/searchResults?ST=singleline&locale=en_EP&submitted=true&DB=worldwide.espacenet.com&query=WO2024119503A1
691,Electrical engineering/Semiconductors,2022,"PIXEL CIRCUIT AND DRIVING METHOD THEREFOR, AND ARRAY SUBSTRATE AND DISPLAY APPARATUS",http://worldwide.espacenet.com/searchResults?ST=singleline&locale=en_EP&submitted=true&DB=worldwide.espacenet.com&query=WO2024119503A1
692,Electrical engineering/Telecommunications,2022,"EXPANDABLE/CONTRACTIBLE MECHANISM FOR DISPLAY DEVICE, AND DISPLAY DEVICE",http://worldwide.espacenet.com/searchResults?ST=singleline&locale=en_EP&submitted=true&DB=worldwide.espacenet.com&query=WO2024119516A1
693,Mechanical engineering/Mechanical elements,2022,COMBINED-TYPE TWO-STAGE SPEED REDUCER,http://worldwide.espacenet.com/searchResults?ST=singleline&locale=en_EP&submitted=true&DB=worldwide.espacenet.com&query=WO2024119529A1
694,Other fields/Civil engineering,2022,STATICALLY DETERMINATE FLUID CHANNEL MULTIFUNCTIONAL DRILLING BOX,http://worldwide.espacenet.com/searchResults?ST=singleline&locale=en_EP&submitted=true&DB=worldwide.espacenet.com&query=WO2024119539A1
695,"Electrical engineering/Electrical machinery, apparatus, energy",2022,SEMI-SOLID STATE BATTERY AND PREPARATION METHOD THEREFOR,http://worldwide.espacenet.com/searchResults?ST=singleline&locale=en_EP&submitted=true&DB=worldwide.espacenet.com&query=WO2024119544A1
696,"Electrical engineering/Electrical machinery, apparatus, energy",2022,CABLE RELEASING DEVICE AND METHOD FOR SUBMARINE CABLE MAINTENANCE,http://worldwide.espacenet.com/searchResults?ST=singleline&locale=en_EP&submitted=true&DB=worldwide.espacenet.com&query=WO2024119546A1
697,Mechanical engineering/Handling,2022,CABLE RELEASING DEVICE AND METHOD FOR SUBMARINE CABLE MAINTENANCE,http://worldwide.espacenet.com/searchResults?ST=singleline&locale=en_EP&submitted=true&DB=worldwide.espacenet.com&query=WO2024119546A1
698,Instruments/Control,2022,PARKING SPOT ALLOCATION AND PLANNING CONTROL METHOD FOR MULTIPLE DRIVING MODES,http://worldwide.espacenet.com/searchResults?ST=singleline&locale=en_EP&submitted=true&DB=worldwide.espacenet.com&query=WO2024119548A1
699,Mechanical engineering/Thermal processes and apparatus,2022,HEATING HUMIDIFIER HAVING ANTI-SCALD FUNCTION,http://worldwide.espacenet.com/searchResults?ST=singleline&locale=en_EP&submitted=true&DB=worldwide.espacenet.com&query=WO2024119549A1
700,Mechanical engineering/Thermal processes and apparatus,2022,HEATING-TYPE HUMIDIFIER CONVENIENT TO CLEAN,http://worldwide.espacenet.com/searchResults?ST=singleline&locale=en_EP&submitted=true&DB=worldwide.espacenet.com&query=WO2024119550A1
701,Mechanical engineering/Other special machines,2022,SEEDER SUITABLE FOR LUMPY SEEDS,http://worldwide.espacenet.com/searchResults?ST=singleline&locale=en_EP&submitted=true&DB=worldwide.espacenet.com&query=WO2024119556A1
702,"Electrical engineering/Electrical machinery, apparatus, energy",2022,RF MEMS SWITCH AND ELECTRONIC DEVICE,http://worldwide.espacenet.com/searchResults?ST=singleline&locale=en_EP&submitted=true&DB=worldwide.espacenet.com&query=WO2024119570A1
703,Mechanical engineering/Other special machines,2023,BRICK MAKING MACHINE ACHIEVING HIGH-PRECISION BRICK MAKING,http://worldwide.espacenet.com/searchResults?ST=singleline&locale=en_EP&submitted=true&DB=worldwide.espacenet.com&query=WO2024119605A1
704,Chemistry/Chemical engineering,2023,CARGO DISTRIBUTION SYSTEM AND METHOD,http://worldwide.espacenet.com/searchResults?ST=singleline&locale=en_EP&submitted=true&DB=worldwide.espacenet.com&query=WO2024119631A1
705,Mechanical engineering/Handling,2023,CARGO DISTRIBUTION SYSTEM AND METHOD,http://worldwide.espacenet.com/searchResults?ST=singleline&locale=en_EP&submitted=true&DB=worldwide.espacenet.com&query=WO2024119631A1
706,Electrical engineering/Semiconductors,2023,"SOLDER STRIP CARRIER ASSEMBLY, SOLDERING DEVICE, AND SOLDERING METHOD",http://worldwide.espacenet.com/searchResults?ST=singleline&locale=en_EP&submitted=true&DB=worldwide.espacenet.com&query=WO2024119635A1
707,Mechanical engineering/Machine tools,2023,"SOLDER STRIP CARRIER ASSEMBLY, SOLDERING DEVICE, AND SOLDERING METHOD",http://worldwide.espacenet.com/searchResults?ST=singleline&locale=en_EP&submitted=true&DB=worldwide.espacenet.com&query=WO2024119635A1
708,"Electrical engineering/Electrical machinery, apparatus, energy",2023,DRIVING CYLINDER AND CONTROL METHOD THEREFOR,http://worldwide.espacenet.com/searchResults?ST=singleline&locale=en_EP&submitted=true&DB=worldwide.espacenet.com&query=WO2024119650A1
709,Mechanical engineering/Mechanical elements,2023,DRIVING CYLINDER AND CONTROL METHOD THEREFOR,http://worldwide.espacenet.com/searchResults?ST=singleline&locale=en_EP&submitted=true&DB=worldwide.espacenet.com&query=WO2024119650A1
710,Mechanical engineering/Other special machines,2023,CAT LITTER BOX HAVING COVER OPENING STRUCTURE,http://worldwide.espacenet.com/searchResults?ST=singleline&locale=en_EP&submitted=true&DB=worldwide.espacenet.com&query=WO2024119669A1
711,"Electrical engineering/Electrical machinery, apparatus, energy",2023,DIRECT-DRIVE TRANSMISSION SYSTEM AND CONTROL METHOD,http://worldwide.espacenet.com/searchResults?ST=singleline&locale=en_EP&submitted=true&DB=worldwide.espacenet.com&query=WO2024119682A1
712,Chemistry/Chemical engineering,2023,CENTRIFUGAL DISPERSION DEVICE,http://worldwide.espacenet.com/searchResults?ST=singleline&locale=en_EP&submitted=true&DB=worldwide.espacenet.com&query=WO2024119684A1
713,Instruments/Medical technology,2023,MASSAGE COMB,http://worldwide.espacenet.com/searchResults?ST=singleline&locale=en_EP&submitted=true&DB=worldwide.espacenet.com&query=WO2024119687A1
714,Chemistry/Chemical engineering,2023,SHEARING AND DISPERSING APPARATUS AND CONTINUOUS PULPING DEVICE,http://worldwide.espacenet.com/searchResults?ST=singleline&locale=en_EP&submitted=true&DB=worldwide.espacenet.com&query=WO2024119689A1
715,"Electrical engineering/Electrical machinery, apparatus, energy",2023,DRIVING-STAGE POWER SUPPLY CIRCUIT OF DC-DC BUCK APPARATUS,http://worldwide.espacenet.com/searchResults?ST=singleline&locale=en_EP&submitted=true&DB=worldwide.espacenet.com&query=WO2024119697A1
716,Electrical engineering/Computer technology,2023,COUPLED PHYSICS-INFORMED NEURAL NETWORK FOR SOLVING DISPLACEMENT DISTRIBUTION OF BOUNDED VIBRATING ROD UNDER ACTION OF UNKNOWN EXTERNAL DRIVING FORCE,http://worldwide.espacenet.com/searchResults?ST=singleline&locale=en_EP&submitted=true&DB=worldwide.espacenet.com&query=WO2024119716A1
717,Electrical engineering/Digital communication,2023,DIGITAL COMMUNICATION PROTOCOL DRIVING CIRCUIT,http://worldwide.espacenet.com/searchResults?ST=singleline&locale=en_EP&submitted=true&DB=worldwide.espacenet.com&query=WO2024119796A1
718,Mechanical engineering/Transport,2023,PEDAL DEVICE,http://worldwide.espacenet.com/searchResults?ST=singleline&locale=en_EP&submitted=true&DB=worldwide.espacenet.com&query=WO2024119803A1
719,Electrical engineering/Telecommunications,2023,"VIDEO DATA PROCESSING METHOD AND APPARATUS, STORAGE MEDIUM, DEVICE, AND PROGRAM PRODUCT",http://worldwide.espacenet.com/searchResults?ST=singleline&locale=en_EP&submitted=true&DB=worldwide.espacenet.com&query=WO2024119821A1
720,Instruments/Measurement,2023,SINGULAR VALUE DECOMPOSITION-IMPROVED SEA CLUTTER SUPPRESSION ALGORITHM,http://worldwide.espacenet.com/searchResults?ST=singleline&locale=en_EP&submitted=true&DB=worldwide.espacenet.com&query=WO2024119829A1
721,Mechanical engineering/Mechanical elements,2023,"FIRST WATER SERVO ASSEMBLY, WATER INTAKE VALVE ASSEMBLY, AND WATER HEATER AND CONTROL METHOD THEREFOR",http://worldwide.espacenet.com/searchResults?ST=singleline&locale=en_EP&submitted=true&DB=worldwide.espacenet.com&query=WO2024119835A1
722,Electrical engineering/Audio-visual technology,2023,"EYE PROTECTION METHOD, DISPLAY DEVICE, EYE PROTECTION APPARATUS, AND STORAGE MEDIUM",http://worldwide.espacenet.com/searchResults?ST=singleline&locale=en_EP&submitted=true&DB=worldwide.espacenet.com&query=WO2024119848A1
723,Electrical engineering/Computer technology,2023,"EYE PROTECTION METHOD, DISPLAY DEVICE, EYE PROTECTION APPARATUS, AND STORAGE MEDIUM",http://worldwide.espacenet.com/searchResults?ST=singleline&locale=en_EP&submitted=true&DB=worldwide.espacenet.com&query=WO2024119848A1
724,Chemistry/Chemical engineering,2023,PIPETTE AND PIPETTING DEVICE,http://worldwide.espacenet.com/searchResults?ST=singleline&locale=en_EP&submitted=true&DB=worldwide.espacenet.com&query=WO2024119864A1
725,Electrical engineering/Audio-visual technology,2023,"FREQUENCY CONVERSION CONTROL MODULE, ELEVATOR FREQUENCY CONVERSION CONTROL CABINET AND ELEVATOR APPARATUS",http://worldwide.espacenet.com/searchResults?ST=singleline&locale=en_EP&submitted=true&DB=worldwide.espacenet.com&query=WO2024119890A1
726,"Electrical engineering/Electrical machinery, apparatus, energy",2023,"FREQUENCY CONVERSION CONTROL MODULE, ELEVATOR FREQUENCY CONVERSION CONTROL CABINET AND ELEVATOR APPARATUS",http://worldwide.espacenet.com/searchResults?ST=singleline&locale=en_EP&submitted=true&DB=worldwide.espacenet.com&query=WO2024119890A1
727,Mechanical engineering/Handling,2023,"FREQUENCY CONVERSION CONTROL MODULE, ELEVATOR FREQUENCY CONVERSION CONTROL CABINET AND ELEVATOR APPARATUS",http://worldwide.espacenet.com/searchResults?ST=singleline&locale=en_EP&submitted=true&DB=worldwide.espacenet.com&query=WO2024119890A1
728,Electrical engineering/Audio-visual technology,2023,"SINGLE-TRANSISTOR IGBT DRIVING ASSEMBLY, DRIVING MODULE, ELEVATOR CONTROL DEVICE, AND ELEVATOR DEVICE",http://worldwide.espacenet.com/searchResults?ST=singleline&locale=en_EP&submitted=true&DB=worldwide.espacenet.com&query=WO2024119891A1
