,Categories,year,Title,link
57,Electrical engineering/Computer technology,2023,Automatic light following control cultivation system and method based on artificial intelligence,http://worldwide.espacenet.com/searchResults?ST=singleline&locale=en_EP&submitted=true&DB=worldwide.espacenet.com&query=CN116058190B
58,Mechanical engineering/Other special machines,2023,Automatic light following control cultivation system and method based on artificial intelligence,http://worldwide.espacenet.com/searchResults?ST=singleline&locale=en_EP&submitted=true&DB=worldwide.espacenet.com&query=CN116058190B
59,Electrical engineering/Computer technology,2023,Controllable agricultural cultivation management system and method based on artificial intelligence,http://worldwide.espacenet.com/searchResults?ST=singleline&locale=en_EP&submitted=true&DB=worldwide.espacenet.com&query=CN116703083A
60,Electrical engineering/IT methods for management,2023,Controllable agricultural cultivation management system and method based on artificial intelligence,http://worldwide.espacenet.com/searchResults?ST=singleline&locale=en_EP&submitted=true&DB=worldwide.espacenet.com&query=CN116703083A
61,Electrical engineering/Computer technology,2020,Enhanced management zones for precision agriculture,http://worldwide.espacenet.com/searchResults?ST=singleline&locale=en_EP&submitted=true&DB=worldwide.espacenet.com&query=US11744168B2
62,Mechanical engineering/Other special machines,2020,Enhanced management zones for precision agriculture,http://worldwide.espacenet.com/searchResults?ST=singleline&locale=en_EP&submitted=true&DB=worldwide.espacenet.com&query=US11744168B2
63,Electrical engineering/Computer technology,2023,Insect image recognition method based on joint adversarial transfer learning,http://worldwide.espacenet.com/searchResults?ST=singleline&locale=en_EP&submitted=true&DB=worldwide.espacenet.com&query=CN116681954A
64,Electrical engineering/Computer technology,2022,PROCESSING IMAGES OF WIND FARMS AND PLANT FARMS CAPTURED BY A DRONE,http://worldwide.espacenet.com/searchResults?ST=singleline&locale=en_EP&submitted=true&DB=worldwide.espacenet.com&query=US2023267364A1
65,"Mechanical engineering/Engines, pumps, turbines",2022,PROCESSING IMAGES OF WIND FARMS AND PLANT FARMS CAPTURED BY A DRONE,http://worldwide.espacenet.com/searchResults?ST=singleline&locale=en_EP&submitted=true&DB=worldwide.espacenet.com&query=US2023267364A1
66,Electrical engineering/Computer technology,2022,PRECISION AGRICULTURE KIT,http://worldwide.espacenet.com/searchResults?ST=singleline&locale=en_EP&submitted=true&DB=worldwide.espacenet.com&query=WO2023129030A3
67,Electrical engineering/Digital communication,2022,PRECISION AGRICULTURE KIT,http://worldwide.espacenet.com/searchResults?ST=singleline&locale=en_EP&submitted=true&DB=worldwide.espacenet.com&query=WO2023129030A3
68,Mechanical engineering/Other special machines,2022,PRECISION AGRICULTURE KIT,http://worldwide.espacenet.com/searchResults?ST=singleline&locale=en_EP&submitted=true&DB=worldwide.espacenet.com&query=WO2023129030A3
69,Electrical engineering/Computer technology,2023,Garlic digging resistance and damage rate prediction system and method and storage medium,http://worldwide.espacenet.com/searchResults?ST=singleline&locale=en_EP&submitted=true&DB=worldwide.espacenet.com&query=CN116579254A
70,Electrical engineering/IT methods for management,2023,Garlic digging resistance and damage rate prediction system and method and storage medium,http://worldwide.espacenet.com/searchResults?ST=singleline&locale=en_EP&submitted=true&DB=worldwide.espacenet.com&query=CN116579254A
71,Electrical engineering/IT methods for management,2020,Intelligent environmental control method for agricultural field,http://worldwide.espacenet.com/searchResults?ST=singleline&locale=en_EP&submitted=true&DB=worldwide.espacenet.com&query=TWI811565B
72,Mechanical engineering/Other special machines,2020,Intelligent environmental control method for agricultural field,http://worldwide.espacenet.com/searchResults?ST=singleline&locale=en_EP&submitted=true&DB=worldwide.espacenet.com&query=TWI811565B
73,Instruments/Control,2023,Intelligent unmanned aerial vehicle inspection system for diseases and insect pests of agriculture and forestry,http://worldwide.espacenet.com/searchResults?ST=singleline&locale=en_EP&submitted=true&DB=worldwide.espacenet.com&query=CN116560407A
74,Electrical engineering/IT methods for management,2023,Artificial intelligence image recognition crop growth analysis method for digital agriculture,http://worldwide.espacenet.com/searchResults?ST=singleline&locale=en_EP&submitted=true&DB=worldwide.espacenet.com&query=CN116524279A
75,Instruments/Control,2023,Fire early warning and supervising system for agriculture and forestry areas based on artificial intelligence,http://worldwide.espacenet.com/searchResults?ST=singleline&locale=en_EP&submitted=true&DB=worldwide.espacenet.com&query=CN116246407B
76,Instruments/Control,2023,Agricultural inspection robot based on artificial intelligence technology,http://worldwide.espacenet.com/searchResults?ST=singleline&locale=en_EP&submitted=true&DB=worldwide.espacenet.com&query=CN116520853A
77,Electrical engineering/Computer technology,2023,Artificial intelligence image recognition crop growth analysis algorithm for digital agriculture,http://worldwide.espacenet.com/searchResults?ST=singleline&locale=en_EP&submitted=true&DB=worldwide.espacenet.com&query=CN116453002A
78,Electrical engineering/Computer technology,2023,Air quality evaluation method based on combination of intelligent Internet of Things and deep learning,http://worldwide.espacenet.com/searchResults?ST=singleline&locale=en_EP&submitted=true&DB=worldwide.espacenet.com&query=CN116448966A
79,Instruments/Analysis of biological materials,2023,Air quality evaluation method based on combination of intelligent Internet of Things and deep learning,http://worldwide.espacenet.com/searchResults?ST=singleline&locale=en_EP&submitted=true&DB=worldwide.espacenet.com&query=CN116448966A
80,Chemistry/Basic materials chemistry ,2023,Quorum sensing inhibitory peptide of vibrio parahaemolyticus and application thereof,http://worldwide.espacenet.com/searchResults?ST=singleline&locale=en_EP&submitted=true&DB=worldwide.espacenet.com&query=CN116425829A
81,Chemistry/Biotechnology,2023,Quorum sensing inhibitory peptide of vibrio parahaemolyticus and application thereof,http://worldwide.espacenet.com/searchResults?ST=singleline&locale=en_EP&submitted=true&DB=worldwide.espacenet.com&query=CN116425829A
82,Electrical engineering/IT methods for management,2023,Agricultural planting system and method based on artificial intelligence,http://worldwide.espacenet.com/searchResults?ST=singleline&locale=en_EP&submitted=true&DB=worldwide.espacenet.com&query=CN116399401A
83,Instruments/Analysis of biological materials,2023,Agricultural planting system and method based on artificial intelligence,http://worldwide.espacenet.com/searchResults?ST=singleline&locale=en_EP&submitted=true&DB=worldwide.espacenet.com&query=CN116399401A
84,Instruments/Measurement,2023,Agricultural planting system and method based on artificial intelligence,http://worldwide.espacenet.com/searchResults?ST=singleline&locale=en_EP&submitted=true&DB=worldwide.espacenet.com&query=CN116399401A
85,Mechanical engineering/Other special machines,2023,Agricultural planting system and method based on artificial intelligence,http://worldwide.espacenet.com/searchResults?ST=singleline&locale=en_EP&submitted=true&DB=worldwide.espacenet.com&query=CN116399401A
86,Electrical engineering/Computer technology,2022,PRECISION AGRICULTURE KIT,http://worldwide.espacenet.com/searchResults?ST=singleline&locale=en_EP&submitted=true&DB=worldwide.espacenet.com&query=WO2023129030A2
87,Electrical engineering/Digital communication,2022,PRECISION AGRICULTURE KIT,http://worldwide.espacenet.com/searchResults?ST=singleline&locale=en_EP&submitted=true&DB=worldwide.espacenet.com&query=WO2023129030A2
88,Mechanical engineering/Other special machines,2022,PRECISION AGRICULTURE KIT,http://worldwide.espacenet.com/searchResults?ST=singleline&locale=en_EP&submitted=true&DB=worldwide.espacenet.com&query=WO2023129030A2
89,Mechanical engineering/Other special machines,2021,Artificial intelligence insect pest situation prediction system and prediction method,http://worldwide.espacenet.com/searchResults?ST=singleline&locale=en_EP&submitted=true&DB=worldwide.espacenet.com&query=CN113273555B
90,Instruments/Measurement,2022,Rural river liquid level monitoring system and method based on artificial intelligence,http://worldwide.espacenet.com/searchResults?ST=singleline&locale=en_EP&submitted=true&DB=worldwide.espacenet.com&query=CN115540831B
91,Mechanical engineering/Other special machines,2022,Rural river liquid level monitoring system and method based on artificial intelligence,http://worldwide.espacenet.com/searchResults?ST=singleline&locale=en_EP&submitted=true&DB=worldwide.espacenet.com&query=CN115540831B
92,Electrical engineering/Computer technology,2021,COMPUTER SIMULATION OF CROPS BASED ON AGRICULTURE INFLUENCING FACTORS,http://worldwide.espacenet.com/searchResults?ST=singleline&locale=en_EP&submitted=true&DB=worldwide.espacenet.com&query=US2023195973A1
93,Electrical engineering/Computer technology,2023,Intelligent laser weeding device and method based on machine vision,http://worldwide.espacenet.com/searchResults?ST=singleline&locale=en_EP&submitted=true&DB=worldwide.espacenet.com&query=CN116250523A
94,Mechanical engineering/Other special machines,2023,Intelligent laser weeding device and method based on machine vision,http://worldwide.espacenet.com/searchResults?ST=singleline&locale=en_EP&submitted=true&DB=worldwide.espacenet.com&query=CN116250523A
95,Instruments/Control,2023,Fire early warning and supervising system for agriculture and forestry areas based on artificial intelligence,http://worldwide.espacenet.com/searchResults?ST=singleline&locale=en_EP&submitted=true&DB=worldwide.espacenet.com&query=CN116246407A
96,Electrical engineering/Computer technology,2023,Method for estimating per unit yield of rice and wheat in mature period based on artificial intelligence,http://worldwide.espacenet.com/searchResults?ST=singleline&locale=en_EP&submitted=true&DB=worldwide.espacenet.com&query=CN116070789B
97,Electrical engineering/IT methods for management,2023,Method for estimating per unit yield of rice and wheat in mature period based on artificial intelligence,http://worldwide.espacenet.com/searchResults?ST=singleline&locale=en_EP&submitted=true&DB=worldwide.espacenet.com&query=CN116070789B
98,Electrical engineering/Computer technology,2022,SYSTEM AND METHOD FOR ASSESSING PIXELS OF SATELLITE IMAGES OF AGRICULTURE LAND PARCEL USING AI,http://worldwide.espacenet.com/searchResults?ST=singleline&locale=en_EP&submitted=true&DB=worldwide.espacenet.com&query=WO2023095169A1
99,Electrical engineering/Computer technology,2023,Corn field multi-type weed real-time identification algorithm based on Kalman filtering and deep learning,http://worldwide.espacenet.com/searchResults?ST=singleline&locale=en_EP&submitted=true&DB=worldwide.espacenet.com&query=CN116188987A
100,Electrical engineering/Computer technology,2021,SYSTEM AND METHOD FOR ASSESSING PIXELS OF SATELLITE IMAGES OF AGRICULTURE LAND PARCEL USING AI,http://worldwide.espacenet.com/searchResults?ST=singleline&locale=en_EP&submitted=true&DB=worldwide.espacenet.com&query=US2023162496A1
101,Electrical engineering/Computer technology,2021,Artificial intelligence method and system for obtaining water nitrogen strategy and electronic equipment,http://worldwide.espacenet.com/searchResults?ST=singleline&locale=en_EP&submitted=true&DB=worldwide.espacenet.com&query=CN113158565B
102,Electrical engineering/IT methods for management,2021,Artificial intelligence method and system for obtaining water nitrogen strategy and electronic equipment,http://worldwide.espacenet.com/searchResults?ST=singleline&locale=en_EP&submitted=true&DB=worldwide.espacenet.com&query=CN113158565B
103,Electrical engineering/Computer technology,2023,Method for estimating per unit yield of rice and wheat in mature period based on artificial intelligence,http://worldwide.espacenet.com/searchResults?ST=singleline&locale=en_EP&submitted=true&DB=worldwide.espacenet.com&query=CN116070789A
104,Electrical engineering/IT methods for management,2023,Method for estimating per unit yield of rice and wheat in mature period based on artificial intelligence,http://worldwide.espacenet.com/searchResults?ST=singleline&locale=en_EP&submitted=true&DB=worldwide.espacenet.com&query=CN116070789A
105,Electrical engineering/Computer technology,2023,Automatic light following control cultivation system and method based on artificial intelligence,http://worldwide.espacenet.com/searchResults?ST=singleline&locale=en_EP&submitted=true&DB=worldwide.espacenet.com&query=CN116058190A
106,Mechanical engineering/Other special machines,2023,Automatic light following control cultivation system and method based on artificial intelligence,http://worldwide.espacenet.com/searchResults?ST=singleline&locale=en_EP&submitted=true&DB=worldwide.espacenet.com&query=CN116058190A
107,Electrical engineering/Computer technology,2023,"Farm-related enterprise financial product pushing method, device and system",http://worldwide.espacenet.com/searchResults?ST=singleline&locale=en_EP&submitted=true&DB=worldwide.espacenet.com&query=CN116051283A
108,Electrical engineering/IT methods for management,2023,"Farm-related enterprise financial product pushing method, device and system",http://worldwide.espacenet.com/searchResults?ST=singleline&locale=en_EP&submitted=true&DB=worldwide.espacenet.com&query=CN116051283A
109,Electrical engineering/Computer technology,2021,Automatic agriculture and animal husbandry feeding method and equipment for artificial intelligence and medium,http://worldwide.espacenet.com/searchResults?ST=singleline&locale=en_EP&submitted=true&DB=worldwide.espacenet.com&query=CN113207722B
110,Mechanical engineering/Other special machines,2021,Automatic agriculture and animal husbandry feeding method and equipment for artificial intelligence and medium,http://worldwide.espacenet.com/searchResults?ST=singleline&locale=en_EP&submitted=true&DB=worldwide.espacenet.com&query=CN113207722B
111,Electrical engineering/Computer technology,2022,Big data visual analysis method and system based on artificial intelligence,http://worldwide.espacenet.com/searchResults?ST=singleline&locale=en_EP&submitted=true&DB=worldwide.espacenet.com&query=CN115905399A
112,Electrical engineering/IT methods for management,2022,Big data visual analysis method and system based on artificial intelligence,http://worldwide.espacenet.com/searchResults?ST=singleline&locale=en_EP&submitted=true&DB=worldwide.espacenet.com&query=CN115905399A
113,Chemistry/Environmental technology,2022,Recycling agricultural AI irrigation system for resource utilization of livestock and poultry manure,http://worldwide.espacenet.com/searchResults?ST=singleline&locale=en_EP&submitted=true&DB=worldwide.espacenet.com&query=CN115893780A
114,Mechanical engineering/Other special machines,2022,Recycling agricultural AI irrigation system for resource utilization of livestock and poultry manure,http://worldwide.espacenet.com/searchResults?ST=singleline&locale=en_EP&submitted=true&DB=worldwide.espacenet.com&query=CN115893780A
115,Chemistry/Chemical engineering,2022,Preparation device for intelligent agriculture and forestry flight prevention technology,http://worldwide.espacenet.com/searchResults?ST=singleline&locale=en_EP&submitted=true&DB=worldwide.espacenet.com&query=CN115869808A
116,Electrical engineering/Computer technology,2022,"Agricultural robot control method and device, electronic equipment and storage medium",http://worldwide.espacenet.com/searchResults?ST=singleline&locale=en_EP&submitted=true&DB=worldwide.espacenet.com&query=CN115723138A
117,Mechanical engineering/Handling,2022,"Agricultural robot control method and device, electronic equipment and storage medium",http://worldwide.espacenet.com/searchResults?ST=singleline&locale=en_EP&submitted=true&DB=worldwide.espacenet.com&query=CN115723138A
118,Mechanical engineering/Other special machines,2022,"Agricultural robot control method and device, electronic equipment and storage medium",http://worldwide.espacenet.com/searchResults?ST=singleline&locale=en_EP&submitted=true&DB=worldwide.espacenet.com&query=CN115723138A
119,Electrical engineering/Computer technology,2021,Enhanced management zone for precision agriculture,http://worldwide.espacenet.com/searchResults?ST=singleline&locale=en_EP&submitted=true&DB=worldwide.espacenet.com&query=CN115697037A
120,Instruments/Measurement,2021,Enhanced management zone for precision agriculture,http://worldwide.espacenet.com/searchResults?ST=singleline&locale=en_EP&submitted=true&DB=worldwide.espacenet.com&query=CN115697037A
121,Mechanical engineering/Other special machines,2021,Enhanced management zone for precision agriculture,http://worldwide.espacenet.com/searchResults?ST=singleline&locale=en_EP&submitted=true&DB=worldwide.espacenet.com&query=CN115697037A
122,Electrical engineering/Computer technology,2021,SMART AGRICULTURE AIOT DISTRIBUTED BIG DATA STORAGE PLATFORM,http://worldwide.espacenet.com/searchResults?ST=singleline&locale=en_EP&submitted=true&DB=worldwide.espacenet.com&query=WO2023004881A1
123,Instruments/Measurement,2022,Rural river liquid level monitoring system and method based on artificial intelligence,http://worldwide.espacenet.com/searchResults?ST=singleline&locale=en_EP&submitted=true&DB=worldwide.espacenet.com&query=CN115540831A
124,Mechanical engineering/Other special machines,2022,Rural river liquid level monitoring system and method based on artificial intelligence,http://worldwide.espacenet.com/searchResults?ST=singleline&locale=en_EP&submitted=true&DB=worldwide.espacenet.com&query=CN115540831A
125,Electrical engineering/Computer technology,2022,"Plant identification method, device and equipment based on artificial intelligence",http://worldwide.espacenet.com/searchResults?ST=singleline&locale=en_EP&submitted=true&DB=worldwide.espacenet.com&query=CN115512228A
126,Instruments/Control,2020,Integrated intelligent management and control system for vegetable input products,http://worldwide.espacenet.com/searchResults?ST=singleline&locale=en_EP&submitted=true&DB=worldwide.espacenet.com&query=CN112859648B
